publisher_primary,game_count,review_score,avg_owners_mid,avg_language_count,avg_positive_review_ratio,avg_active_users_rate,recent_release_count,recent_release_ratio,avg_owners_mid_norm,avg_language_count_norm,game_count_norm,recent_release_count_norm,avg_active_users_rate_norm
Aksys Games,17,6.375,15294.117647058823,3.764705882352941,0.7309226216531881,0.00026823529411764704,4,0.23529411764705882,0.05442678906117266,0.33615512658610514,0.12830005996515034,0.33278413942759594,0.8759213759213759
Akupara Games,32,7.296296296296297,162968.75,8.15625,0.8524086795677356,0.0003756160714285714,6,0.1875,0.3575358778901624,0.47679808920190864,0.2862106654423914,0.4023566422499772,0.9115479115479116
Alawar,15,7.066666666666666,382666.6666666667,8.0,0.8234717776925048,0.00023472380952380953,4,0.26666666666666666,0.46688973804383904,0.47309208571191314,0.09761520293164012,0.33278413942759594,0.8562653562653563
Alawar Casual,126,6.783783783783784,18849.20634920635,5.444444444444445,0.8466183919789734,0.00013677248677248678,16,0.12698412698412698,0.08120024566387146,0.4011760581036925,0.6373083708200562,0.5858246890000082,0.7727272727272727
Aldorlea Games,55,6.205128205128205,61363.63636363636,1.0545454545454545,0.7085219121934643,3.116883116883117e-06,7,0.12727272727272726,0.23240817768729036,0.15503747404487186,0.4239852304227163,0.4299669832502795,0.20393120393120392
Alternative Software Ltd,22,5.473684210526316,19318.18181818182,1.6363636363636365,0.6353419510910009,7.51948051948052e-05,1,0.045454545454545456,0.08434846745145101,0.2087250143753663,0.1921594055706405,0.14332232775009315,0.6658476658476659
Amaterasu Software,13,5.166666666666667,441923.07692307694,1.0,0.6345357546071723,4.2051282051282055e-06,0,0.0,0.4853336970454453,0.14924393652741208,0.06282758118853439,0.0,0.22113022113022113
Ammonite Design Studios Ltd,30,6.0,13833.333333333334,1.0,0.6104503339797457,0.0,9,0.3,0.041567208913300624,0.14924393652741208,0.26992285111526687,0.4761064671776892,0.07678132678132678
Anamik Majumdar,52,4.823529411764706,16634.615384615383,1.0,0.4490028738031834,0.0,12,0.23076923076923078,0.06518948492075692,0.14924393652741208,0.409641047648492,0.53035563410288,0.07678132678132678
Anarchy Enterprises,11,5.181818181818182,30909.090909090908,1.5454545454545454,0.5645185989613338,5.194805194805194e-06,0,0.0,0.14455752316839035,0.2011693799394799,0.022668219139849854,0.0,0.23955773955773957
Anatoliy Loginovskikh,33,7.53125,57575.757575757576,1.2424242424242424,0.8632175907379225,1.0216450216450216e-05,1,0.030303030303030304,0.2242457664433814,0.1738780282010685,0.29398796461938853,0.14332232775009315,0.3353808353808354
Andy Jurko,18,7.0,10000.0,1.0,0.9370039682539681,6.111111111111112e-05,0,0.0,0.0,0.14924393652741208,0.14238566189952076,0.0,0.6240786240786241
AnelaGamesStudio,10,6.428571428571429,12500.0,3.0,0.6953983516483516,1e-05,1,0.1,0.02858406286464565,0.29848787305482416,0.0,0.14332232775009315,0.32555282555282555
Anima Games,10,,17500.0,1.0,0.7797619047619048,1e-05,7,0.7,0.07168614744673715,0.14924393652741208,0.0,0.4299669832502795,0.32555282555282555
Anime Mania,11,6.363636363636363,10000.0,6.2727272727272725,0.7885977289603385,9.090909090909091e-06,8,0.7272727272727273,0.0,0.4272102424114054,0.022668219139849854,0.4543210299999297,0.30405405405405406
Annapurna Interactive,32,7.75,478750.0,14.5,0.8747065206799756,0.0001364190476190476,7,0.21875,0.49558784001066775,0.5901398231643058,0.2862106654423914,0.4299669832502795,0.7714987714987716
Anshar Publishing,10,6.3,53000.0,6.8,0.7290502687004021,0.00011276190476190476,2,0.2,0.21363731881655318,0.442280544059136,0.0,0.22716051499996484,0.7469287469287469
Apogee Entertainment,20,7.7,83250.0,1.95,0.8703919317631079,0.0001991904761904762,5,0.25,0.27148470918995654,0.23292724360297196,0.168459422013835,0.370482842750058,0.8267813267813268
Application Systems Heidelberg,18,7.666666666666667,45833.333333333336,6.166666666666667,0.886241589727479,7.259259259259259e-05,0,0.0,0.19502603185872117,0.42404713324832455,0.14238566189952076,0.0,0.6560196560196561
Appnori Inc.,10,6.2,12500.0,3.7,0.5987508093320286,7.857142857142858e-05,3,0.3,0.02858406286464565,0.33321108027365165,0.0,0.2866446555001863,0.6726044226044227
Arc Games,13,7.0,1941153.8461538462,8.307692307692308,0.808436728716207,0.00040410402930402933,3,0.23076923076923078,0.6749217593460528,0.4803301954078907,0.06282758118853439,0.2866446555001863,0.9201474201474201
Arc System Works,38,6.416666666666667,137368.42105263157,4.7894736842105265,0.7340191303498071,0.00014244110275689223,5,0.13157894736842105,0.33564328385230224,0.3780993944654018,0.3297316247739855,0.370482842750058,0.7800982800982801
"Arcen Games, LLC",11,6.0,145000.0,1.0,0.6654336832077985,3.1948051948051946e-05,0,0.0,0.3425697148743367,0.14924393652741208,0.022668219139849854,0.0,0.5171990171990172
Archor Games,73,6.0,14520.547945205479,1.0,0.6125902009543622,5.47945205479452e-06,48,0.6575342465753424,0.047777941381320306,0.14924393652741208,0.49659569474319154,0.8047132844999544,0.24078624078624078
Argent Games,13,7.5,11923.076923076924,1.3846153846153846,0.9101979094245151,5.604395604395604e-05,1,0.07692307692307693,0.022531054236311854,0.18711556927395412,0.06282758118853439,0.14332232775009315,0.601965601965602
Armor Games Studios,42,7.8,141904.7619047619,4.904761904761905,0.8902051466668606,0.00020352380952380953,10,0.23809523809523808,0.33980545630608394,0.3823448900931026,0.3551684159285284,0.49581379227537004,0.8329238329238329
Art Games Studio S.A.,15,6.0,22666.666666666668,5.2,0.663667840126073,3.0476190476190475e-05,2,0.13333333333333333,0.10482549320358357,0.3928500704771336,0.09761520293164012,0.22716051499996484,0.5073710073710074
Artifex Mundi,77,7.233766233766234,67922.07792207792,9.545454545454545,0.8140465046338675,6.374768089053804e-05,0,0.0,0.2454166072139988,0.5072128874301906,0.5103104493910764,0.0,0.6351351351351351
Artur Rezende,19,6.214285714285714,16578.947368421053,1.0526315789473684,0.7062225841176321,0.0,4,0.21052631578947367,0.06476007401159092,0.15483680908429845,0.1557485999176193,0.33278413942759594,0.07678132678132678
Aspyr,14,6.2727272727272725,141428.57142857142,9.0,0.6841316797898073,0.0003805442176870749,4,0.2857142857142857,0.33937484154359937,0.49577762574199646,0.08080161612582903,0.33278413942759594,0.9164619164619164
Assemble Entertainment,59,6.581818181818182,94406.77966101695,5.966101694915254,0.7791058835006555,9.987409200968523e-05,15,0.2542372881355932,0.287596084184398,0.4179354866424715,0.4419592653600107,0.5732893110003726,0.7199017199017199
Astero,12,4.75,10000.0,1.5,0.3398420479302832,0.0,0,0.0,0.0,0.19728975268717228,0.04352095933159413,0.0,0.07678132678132678
Astrea,13,7.0,15769.23076923077,2.6153846153846154,0.7959552089354748,0.0,6,0.46153846153846156,0.05834568018717872,0.27672051559788424,0.06282758118853439,0.4023566422499772,0.07678132678132678
Atari,100,6.333333333333333,101050.0,3.54,0.7315250686500272,8.850761904761905e-05,21,0.21,0.296307712205577,0.32575359070937754,0.5776319080706136,0.6391361200254633,0.6953316953316954
Avalon Digital,27,6.88,10000.0,7.037037037037037,0.8212166935752991,9.259259259259259e-05,10,0.37037037037037035,0.0,0.44872633092133124,0.24340640580562528,0.49581379227537004,0.7076167076167076
Axis Games,10,5.4,29000.0,1.0,0.7170173507801364,0.00015000000000000001,1,0.1,0.13639028955527038,0.14924393652741208,0.0,0.14332232775009315,0.7899262899262899
Axyos Games,10,6.1,49000.0,3.2,0.679167324188531,4.028571428571429e-05,1,0.1,0.20358462141124065,0.3089930534388552,0.0,0.14332232775009315,0.5515970515970516
Azerbaijan Technology,10,4.7,10000.0,103.0,0.45483225651556064,1e-05,0,0.0,0.0,1.0,0.0,0.0,0.32555282555282555
Azurezero,12,6.428571428571429,10000.0,1.0,0.8167353698932647,1.6666666666666667e-05,4,0.3333333333333333,0.0,0.14924393652741208,0.04352095933159413,0.33278413942759594,0.3931203931203931
BANDAI NAMCO Entertainment,67,6.9375,615000.0,7.686567164179104,0.7705814132681367,0.0013153748400852878,0,0.0,0.5276717949234638,0.46545992257889585,0.47456678923647944,0.0,0.9766584766584766
Back To Basics Gaming,57,5.222222222222222,427017.5438596491,1.1578947368421053,0.5612601288702881,1.697577276524645e-06,0,0.0,0.4809382044611465,0.16560472713010874,0.4331272271926699,0.0,0.18304668304668303
Bad Kid Games,11,6.8,10000.0,2.0,0.8923835384598906,9.090909090909091e-06,6,0.5454545454545454,0.0,0.23654604285595657,0.022668219139849854,0.4023566422499772,0.30405405405405406
BadLand Publishing,10,5.714285714285714,24000.0,3.9,0.6348024811587512,0.0,0,0.0,0.1121476679165179,0.3421837738529695,0.0,0.0,0.07678132678132678
Bandai Namco Entertainment,25,7.4,1201600.0,11.04,0.8223022875584476,0.0022729942857142855,10,0.4,0.6134772203675162,0.5357504340000074,0.22409978394868502,0.49581379227537004,0.995085995085995
Beijing Happy Entertainment Technology,10,6.555555555555555,19000.0,2.6,0.832790933215049,0.00013266666666666665,5,0.5,0.0822209833862259,0.27580233302474083,0.0,0.370482842750058,0.7641277641277642
BekkerDev Studio,15,6.0,15000.0,1.8,0.7436625426575437,1.9047619047619047e-06,2,0.13333333333333333,0.05193932803211756,0.22169094711031065,0.09761520293164012,0.22716051499996484,0.18427518427518427
Bennaction,14,,10000.0,2.0,,0.0,0,0.0,0.0,0.23654604285595657,0.08080161612582903,0.0,0.07678132678132678
Best Place Apps,10,7.5,12500.0,3.6,0.8837301587301587,5.5714285714285715e-05,8,0.8,0.02858406286464565,0.32858050423300444,0.0,0.4543210299999297,0.6007371007371007
Bethesda Softworks,66,6.953846153846154,2190984.8484848486,7.121212121212121,0.7844858344598572,0.00027178080808080805,5,0.07575757575757576,0.690431687624078,0.45096966739634065,0.4707071604985814,0.370482842750058,0.8771498771498771
Big Ant Studios,14,6.444444444444445,40000.0,2.142857142857143,0.7863115678845352,0.0001835374149659864,0,0.0,0.17758672692060065,0.24656242964275638,0.08080161612582903,0.0,0.8194103194103194
Big Fish Games,510,6.557894736842106,12313.725490196079,1.1568627450980393,0.8193206092053517,2.9294117647058824e-05,71,0.1392156862745098,0.026660780069754846,0.16550173096114604,1.0,0.8842880132502091,0.4975429975429975
Bitlock Studio,37,5.172413793103448,32837.83783783784,1.1081081081081081,0.5336410293850579,2.393822393822394e-05,0,0.0,0.15231183856823116,0.16057884235869224,0.32296448651661164,0.0,0.4594594594594595
Black Hole,15,6.2727272727272725,10000.0,10.8,0.7266850532979565,1.3333333333333333e-05,2,0.13333333333333333,0.0,0.5314151166577962,0.09761520293164012,0.22716051499996484,0.3642506142506142
Black Phoenix Studio,13,6.0,11923.076923076924,3.0,0.7070707070707071,0.0,1,0.07692307692307693,0.022531054236311854,0.29848787305482416,0.06282758118853439,0.14332232775009315,0.07678132678132678
Blaze Epic,14,5.615384615384615,14642.857142857143,1.0714285714285714,0.7108116106156015,0.0,2,0.14285714285714285,0.04885243090901123,0.1567995709632985,0.08080161612582903,0.22716051499996484,0.07678132678132678
Blender Games,71,5.825396825396825,19436.61971830986,101.95774647887323,0.6847053860505453,4.31924882629108e-06,0,0.0,0.08513145103864547,0.9978313144484187,0.4894577091993321,0.0,0.22358722358722358
Blessing Company,76,5.526315789473684,12500.0,4.131578947368421,0.5865446136568258,2.631578947368421e-06,20,0.2631578947368421,0.02858406286464565,0.3521265617714708,0.5069488521081669,0.6295171572499421,0.19533169533169534
Blowfish Studios,20,6.235294117647059,29750.0,6.3,0.7458077742056448,5e-06,5,0.25,0.13966121569378614,0.42801615783930935,0.168459422013835,0.370482842750058,0.23587223587223588
Bohemia Interactive,34,6.096774193548387,810147.0588235294,4.382352941176471,0.6982486846056756,0.0007348319327731092,4,0.11764705882352941,0.562977665251079,0.3623996482588117,0.30153980279160447,0.33278413942759594,0.952088452088452
BokiBoki Games,19,6.470588235294118,10000.0,3.4210526315789473,0.8028253751722135,4.210526315789473e-05,15,0.7894736842105263,0.0,0.32003719151884175,0.1557485999176193,0.5732893110003726,0.5565110565110565
Bonus Stage Publishing,15,7.076923076923077,23666.666666666668,3.6666666666666665,0.8560403610939594,0.0001438095238095238,9,0.6,0.11035598415975716,0.33167859346893847,0.09761520293164012,0.4761064671776892,0.7837837837837838
Boogygames Studios,131,5.5675675675675675,18015.26717557252,1.0458015267175573,0.6715163890913868,9.378407851690294e-06,34,0.2595419847328244,0.07540348451911406,0.1541191671532291,0.647368314676573,0.7351407816775731,0.3144963144963145
Boom Games,14,5.153846153846154,27142.85714285714,1.3571428571428572,0.5096124572799842,7.619047619047619e-06,0,0.0,0.1279121153639398,0.18462059944388873,0.08080161612582903,0.0,0.27211302211302213
Boom Team,30,5.115384615384615,22166.666666666668,1.1,0.5546649972154771,9.523809523809523e-07,0,0.0,0.10196805963189348,0.15974911691144308,0.26992285111526687,0.0,0.171990171990172
Boomzap Inc,49,7.0,12857.142857142857,3.4693877551020407,0.9194024955397055,9.290573372206025e-06,31,0.6326530612244898,0.03219271193733066,0.32237842684229645,0.39446082152068934,0.7166116387504659,0.3132678132678133
Breda University of Applied Sciences,15,7.2,84333.33333333333,1.0666666666666667,0.8274282832870005,1.3333333333333332e-06,0,0.0,0.27314101560931414,0.156304027621177,0.09761520293164012,0.0,0.1769041769041769
Brewsterland Studios,20,5.333333333333333,17000.0,1.0,0.6612790920904956,0.0,2,0.1,0.0679728077878065,0.14924393652741208,0.168459422013835,0.22716051499996484,0.07678132678132678
BufoProject,11,5.888888888888889,12272.727272727272,2.0,0.7431721822239064,9.090909090909092e-05,2,0.18181818181818182,0.026233568788411533,0.23654604285595657,0.022668219139849854,0.22716051499996484,0.7027027027027027
"CAPCOM Co., Ltd.",41,7.525,2170121.951219512,10.902439024390244,0.8327410499037032,0.0017681869918699186,13,0.3170731707317073,0.6892059724917106,0.5332762450306938,0.34903824663092586,0.5456789700000703,0.9901719901719902
CCS,11,6.857142857142857,15909.09090909091,5.181818181818182,0.904620465662551,9.090909090909091e-06,4,0.36363636363636365,0.0594768185549878,0.392217724979718,0.022668219139849854,0.33278413942759594,0.30405405405405406
"CFK Co., Ltd.",34,6.612903225806452,27941.176470588234,5.029411764705882,0.7856121852034333,3.4733893557422974e-05,8,0.23529411764705882,0.13162553547274475,0.3868428591689818,0.30153980279160447,0.4543210299999297,0.5245700245700246
CI Games,14,5.714285714285714,731785.7142857143,8.214285714285714,0.6885132012510666,0.00010741496598639455,1,0.07142857142857142,0.5499454358939643,0.4781585191627547,0.08080161612582903,0.14332232775009315,0.7334152334152334
CINEMAX GAMES,13,6.538461538461538,44615.38461538462,3.923076923076923,0.7703845820286994,5.655677655677656e-05,1,0.07692307692307693,0.19157577227323855,0.34319542874670866,0.06282758118853439,0.14332232775009315,0.6044226044226044
CITY CONNECTION,29,6.928571428571429,18275.862068965518,2.8620689655172415,0.8525307884295164,4.2101806239737274e-05,9,0.3103448275862069,0.07724322890479865,0.2909322386189377,0.26138044074291994,0.4761064671776892,0.5552825552825553
Cakewalk,12,6.333333333333333,17500.0,3.5833333333333335,0.7919058733620203,1.3095238095238096e-05,0,0.0,0.07168614744673715,0.3277989662166309,0.04352095933159413,0.0,0.3617936117936118
Capcom,30,6.703703703703703,668166.6666666666,7.266666666666667,0.7793753116679307,7.75015873015873e-05,0,0.0,0.5382939572969085,0.4547919006760011,0.26992285111526687,0.0,0.6707616707616708
CasGames,13,4.444444444444445,15769.23076923077,1.0,0.4776165462445558,0.0,1,0.07692307692307693,0.05834568018717872,0.14924393652741208,0.06282758118853439,0.14332232775009315,0.07678132678132678
Casual Arts,39,,10641.02564102564,1.0,0.845945945945946,2.380952380952381e-05,13,0.3333333333333333,0.00795884852056213,0.14924393652741208,0.3363274245347102,0.5456789700000703,0.4557739557739558
Cateia Games,24,5.357142857142857,41250.0,9.083333333333334,0.7272665152670874,1.6666666666666667e-05,9,0.375,0.18152874630602336,0.4975644699148738,0.2138819969035985,0.4761064671776892,0.3931203931203931
CggtGroup,12,5.857142857142857,10000.0,17.583333333333332,0.7678493498604237,0.0,8,0.6666666666666666,0.0,0.6292030936096205,0.04352095933159413,0.4543210299999297,0.07678132678132678
ChaniMK,11,6.833333333333333,10000.0,1.0,0.9647595647595647,9.090909090909091e-06,5,0.45454545454545453,0.0,0.14924393652741208,0.022668219139849854,0.370482842750058,0.30405405405405406
Chequered Ink Ltd.,12,6.714285714285714,25833.333333333332,1.0,0.8551772551772552,0.0,0,0.0,0.12157760153753226,0.14924393652741208,0.04352095933159413,0.0,0.07678132678132678
Cherry Kiss Games,75,5.857142857142857,10666.666666666666,4.28,0.7241947279421685,4.4e-05,22,0.29333333333333333,0.008267143860679277,0.35826573039443926,0.5035433111337025,0.6483274292638558,0.5687960687960688
Chilla's Art,27,6.6,33518.51851851852,9.222222222222221,0.7345622439731124,0.0002279012345679012,6,0.2222222222222222,0.15494011822563347,0.5005099807904999,0.24340640580562528,0.4023566422499772,0.8501228501228502
Choice Provisions,11,6.181818181818182,87727.27272727272,3.6363636363636362,0.7535217191360314,6.363636363636363e-05,2,0.18181818181818182,0.2781955651471024,0.33027589478085045,0.022668219139849854,0.22716051499996484,0.6339066339066339
Choice of Games,286,6.345864661654136,11328.67132867133,1.006993006993007,0.7291754263390522,5.3073593073593076e-05,19,0.06643356643356643,0.01598027332397467,0.14999546778642256,0.8497092003903162,0.6194287949277822,0.5909090909090909
Chorus Worldwide Games,16,6.875,26562.5,5.375,0.8611903820684625,6.428571428571429e-05,6,0.375,0.12514334464422053,0.3988432781114414,0.11340914000229768,0.4023566422499772,0.6375921375921376
Chris Antoni,11,7.375,10000.0,1.0,0.8509338083059311,0.0,2,0.18181818181818182,0.0,0.14924393652741208,0.022668219139849854,0.22716051499996484,0.07678132678132678
Chubby Pixel,12,5.916666666666667,674583.3333333334,7.5,0.7176936908760393,3.2777777777777778e-06,1,0.08333333333333333,0.5395183634796553,0.460785108310309,0.04352095933159413,0.14332232775009315,0.2076167076167076
Chucklefish,12,6.75,916666.6666666666,5.333333333333333,0.7635092316060302,9.854603174603176e-05,2,0.16666666666666666,0.5788026702948549,0.39743138133346534,0.04352095933159413,0.22716051499996484,0.7174447174447175
Chun Y.,14,6.4,13571.42857142857,1.0,0.5302806168190783,0.0,2,0.14285714285714285,0.039118667661034175,0.14924393652741208,0.08080161612582903,0.22716051499996484,0.07678132678132678
Cicada_Dancing,10,3.0,10000.0,2.8,0.21555555555555556,1e-05,10,1.0,0.0,0.2874437349748375,0.0,0.49581379227537004,0.32555282555282555
City Interactive S.A.,15,5.0,32333.333333333332,3.933333333333333,0.5908543428751926,1.688888888888889e-05,0,0.0,0.1503284244206027,0.34364353189931135,0.09761520293164012,0.0,0.39926289926289926
Clear River Games,18,7.333333333333333,12777.777777777777,1.5,0.8293872225691556,6.19047619047619e-05,18,1.0,0.03139952871348984,0.19728975268717228,0.14238566189952076,0.6088228593403998,0.6277641277641277
Click on things together,10,,10000.0,1.0,0.9666666666666667,0.0,10,1.0,0.0,0.14924393652741208,0.0,0.49581379227537004,0.07678132678132678
Clickteam,15,6.5,56666.666666666664,1.8,0.7317215316814604,4.107936507936508e-05,2,0.13333333333333333,0.2222068942392863,0.22169094711031065,0.09761520293164012,0.22716051499996484,0.5540540540540541
Clique Games,11,6.428571428571429,16818.18181818182,1.8181818181818181,0.7805417898952022,2.7272727272727276e-05,4,0.36363636363636365,0.0665953633386473,0.2230845667788907,0.022668219139849854,0.33278413942759594,0.4858722358722359
Clouded Leopard Entertainment,16,7.3125,22812.5,3.3125,0.7998838610598793,0.0021307738095238094,3,0.1875,0.10564704553284261,0.3146844901938971,0.11340914000229768,0.2866446555001863,0.9914004914004914
Coatsink,15,7.416666666666667,93000.0,8.466666666666667,0.8656922663233221,0.0004320126984126984,3,0.2,0.2856727584520069,0.4839766732198632,0.09761520293164012,0.2866446555001863,0.9238329238329238
Coconut Island Games,10,6.333333333333333,74500.0,6.0,0.7161804100280088,4.523809523809524e-05,0,0.0,0.25725854917229357,0.4189806997974829,0.0,0.0,0.5724815724815725
CodeRenderX,18,4.0,10000.0,1.0,0.35773809523809524,0.0,10,0.5555555555555556,0.0,0.14924393652741208,0.14238566189952076,0.49581379227537004,0.07678132678132678
Codemasters,22,6.526315789473684,663863.6363636364,4.7727272727272725,0.7176943753803054,0.00010938787878787877,0,0.0,0.5374662635103093,0.3774756843624826,0.1921594055706405,0.0,0.742014742014742
Coffee Stain Publishing,13,8.0,5285384.615384615,9.384615384615385,0.912629573908545,0.0009634908424908425,3,0.23076923076923078,0.8032434159516613,0.5039036273646903,0.06282758118853439,0.2866446555001863,0.9656019656019657
Coldwild Games,11,7.3,49090.90909090909,5.818181818181818,0.8594370646460604,8.536796536796536e-05,3,0.2727272727272727,0.20382207479437428,0.41331422837229803,0.022668219139849854,0.2866446555001863,0.6891891891891891
Colossus Game Studio,10,6.777777777777778,10000.0,2.3,0.9256521739130434,2.9999999999999997e-05,3,0.3,0.0,0.25706761002678735,0.0,0.2866446555001863,0.5006142506142506
Conglomerate 5,205,5.35978835978836,47268.29268292683,6.239024390243903,0.5914108654537863,0.0001560650406504065,3,0.014634146341463415,0.19897529372225004,0.42621012907308753,0.7633191350806716,0.2866446555001863,0.7985257985257985
Cornutopia Software,11,6.0,14545.454545454546,2.0,0.9053442028985508,0.0,3,0.2727272727272727,0.04799747847206177,0.23654604285595657,0.022668219139849854,0.2866446555001863,0.07678132678132678
Cosmi Valusoft,22,5.8,17500.0,1.0,0.6223975306498002,4.4632034632034635e-05,0,0.0,0.07168614744673715,0.14924393652741208,0.1921594055706405,0.0,0.5700245700245701
Cotton Game,11,7.181818181818182,40454.545454545456,8.545454545454545,0.8140243126284378,6.995670995670996e-05,3,0.2727272727272727,0.17903426199335176,0.48576123895519663,0.022668219139849854,0.2866446555001863,0.644963144963145
Cow Games,16,6.071428571428571,10000.0,1.4375,0.7002788764033453,0.0,5,0.3125,0.0,0.19183848716407204,0.11340914000229768,0.370482842750058,0.07678132678132678
Crazysoft Limited,11,6.0,10000.0,9.272727272727273,0.735004995004995,5.454545454545454e-05,1,0.09090909090909091,0.0,0.5015711632594563,0.022668219139849854,0.14332232775009315,0.5933660933660934
CreativeForge Games,28,5.666666666666667,28214.285714285714,7.821428571428571,0.6697310869555705,3.057823129251701e-05,7,0.25,0.13287160101626513,0.46877704175487855,0.2525484025755791,0.4299669832502795,0.5085995085995086
Crescent Moon Games,22,5.7368421052631575,18636.363636363636,2.8181818181818183,0.6691502927516448,9.090909090909091e-06,2,0.09090909090909091,0.0797455079444226,0.2884714862680244,0.1921594055706405,0.22716051499996484,0.30405405405405406
Crew Lab,26,7.833333333333333,26730.76923076923,26.76923076923077,0.8758850708526839,4.871794871794873e-06,0,0.0,0.12595230274592256,0.71568665796108,0.23393190079045095,0.0,0.2334152334152334
Crisp App Studio,22,6.5,16818.18181818182,15.0,0.7831670910827314,5.1298701298701304e-05,3,0.13636363636363635,0.0665953633386473,0.5969757461096483,0.1921594055706405,0.2866446555001863,0.5872235872235873
Critical Bliss,29,7.545454545454546,10000.0,3.9310344827586206,0.8710215397956319,0.001413793103448276,8,0.27586206896551724,0.0,0.3435431760423975,0.26138044074291994,0.4543210299999297,0.9828009828009828
CritoGames,12,5.111111111111111,10000.0,1.5,0.5874974008457653,0.0,2,0.16666666666666666,0.0,0.19728975268717228,0.04352095933159413,0.22716051499996484,0.07678132678132678
Cronostase,10,7.1,10000.0,1.0,0.9657602339181286,0.0,1,0.1,0.0,0.14924393652741208,0.0,0.14332232775009315,0.07678132678132678
Crystal Dynamics,19,7.2105263157894735,1310526.3157894737,4.578947368421052,0.8187772161445371,0.00020389273182957394,0,0.0,0.6245938190555581,0.3701239090928856,0.1557485999176193,0.0,0.8341523341523341
Crystal Game Works,10,7.5,15000.0,1.0,0.7400979808194575,1e-05,0,0.0,0.05193932803211756,0.14924393652741208,0.0,0.0,0.32555282555282555
Crytivo,27,6.944444444444445,67777.77777777778,5.111111111111111,0.7805200918667472,0.00399015873015873,11,0.4074074074074074,0.24514415541539084,0.3897407964154984,0.24340640580562528,0.5138051705001512,1.0
Curve Games,37,6.783783783783784,786486.4864864865,8.45945945945946,0.7897131709660429,0.00018333873873873876,5,0.13513513513513514,0.5591804975082714,0.4838126873116236,0.32296448651661164,0.370482842750058,0.8181818181818182
Cute Hannah's Games,29,5.2,10862.068965517241,103.0,0.6123146067365134,0.0,0,0.0,0.010592509554720684,1.0,0.26138044074291994,0.0,0.07678132678132678
Cute Pen Games,37,5.4,10000.0,1.0,0.5844893499305264,2.702702702702703e-06,21,0.5675675675675675,0.0,0.14924393652741208,0.32296448651661164,0.6391361200254633,0.19717444717444718
Cyan Worlds Inc,13,6.6923076923076925,124230.76923076923,5.615384615384615,0.7956341883380653,9.047619047619046e-05,2,0.15384615384615385,0.3227651755011799,0.4068128587413415,0.06282758118853439,0.22716051499996484,0.7014742014742015
Cyber Keks,75,5.803030303030303,10000.0,9.853333333333333,0.7044540399873006,0.00016133333333333332,26,0.3466666666666667,0.0,0.5134090355975542,0.5035433111337025,0.6814815449998944,0.8022113022113022
"CyberStep, Inc.",54,5.0,32592.59259259259,14.648148148148149,0.3927393718474314,1.2232804232804232e-05,41,0.7592592592592593,0.15135151383449857,0.5921880049548303,0.41929104622016095,0.7728394850000352,0.3538083538083538
D3PUBLISHER,25,6.333333333333333,122200.0,3.8260869565217392,0.7358276201587133,0.0009127428571428571,5,0.2,0.3206537270401591,0.3389111768508079,0.22409978394868502,0.370482842750058,0.961916461916462
DANGEN Entertainment,24,7.578947368421052,54791.666666666664,6.416666666666667,0.8674493799423584,0.00010896825396825397,4,0.16666666666666666,0.21789636651724936,0.43143003322880885,0.2138819969035985,0.33278413942759594,0.7383292383292384
DIG Publishing,52,4.829787234042553,10480.76923076923,1.0,0.4729809646468439,0.0,0,0.0,0.006015009312282123,0.14924393652741208,0.409641047648492,0.0,0.07678132678132678
DLsite,26,7.0,11923.076923076924,3.1923076923076925,0.815061294746991,3.956043956043956e-05,2,0.07692307692307693,0.022531054236311854,0.30859834482765713,0.23393190079045095,0.22716051499996484,0.5442260442260443
DNA ARMY GAMING,11,5.0,40909.09090909091,3.090909090909091,0.523384803706935,5.5324675324675326e-05,3,0.2727272727272727,0.18046562354902024,0.30332658201367024,0.022668219139849854,0.2866446555001863,0.5982800982800983
DSGame,23,6.608695652173913,149130.4347826087,4.826086956521739,0.7512989259237512,5.46583850931677e-05,5,0.21739130434782608,0.3461679533081684,0.37945677319012355,0.20324704375694072,0.370482842750058,0.5945945945945946
Daedalic Entertainment,92,6.813186813186813,290000.0,9.771739130434783,0.7877672938046795,0.00012477018633540372,16,0.17391304347826086,0.4313674403579663,0.5117842164664433,0.5561335165576584,0.5858246890000082,0.757985257985258
Daisy Games,10,7.25,16500.0,5.4,0.9693686782923319,3.0000000000000004e-05,4,0.4,0.06414861256271082,0.39968599342247607,0.0,0.33278413942759594,0.5024570024570024
Dead Drop Studios LLC,11,5.444444444444445,35454.545454545456,1.0,0.6852998258207279,1.2294372294372295e-05,2,0.18181818181818182,0.1621336457693062,0.14924393652741208,0.022668219139849854,0.22716051499996484,0.35503685503685506
Dear Villagers,41,6.842105263157895,140000.0,7.609756097560975,0.8081306229811736,8.797212543554008e-05,14,0.34146341463414637,0.33807424392503743,0.46354754304315854,0.34903824663092586,0.5599446544275608,0.6941031941031941
Deck13,20,6.722222222222222,99750.0,6.15,0.815148638370181,0.0014323523809523808,3,0.15,0.29464892788091357,0.4235458210611825,0.168459422013835,0.2866446555001863,0.984029484029484
Deep Silver,47,6.27027027027027,1023510.6382978724,8.404255319148936,0.701751869623843,0.00020117325227963524,10,0.2127659574468085,0.5929266239976272,0.48255246576724886,0.3838258683740316,0.49581379227537004,0.8292383292383292
