publisher_primary,game_count,review_score,avg_owners_mid,avg_language_count,avg_positive_review_ratio,avg_active_users_rate,recent_release_count,recent_release_ratio,avg_owners_mid_norm,avg_language_count_norm,game_count_norm,recent_release_count_norm,avg_active_users_rate_norm
072 Project,34,6.911764705882353,11911.764705882353,4.0,0.8238497394266904,0.0002223529411764706,33,0.9705882352941176,0.02240946151079589,0.34653368921458433,0.30153980279160447,0.7291470167501014,0.8439803439803439
0Cube,15,6.785714285714286,31333.333333333332,1.6666666666666667,0.773875670080501,8.888888888888889e-07,0,0.0,0.14630386357835776,0.21118576672627967,0.09761520293164012,0.0,0.16953316953316952
101XP,12,6.5,90000.0,5.083333333333333,0.7550810344766135,0.00012666666666666666,3,0.25,0.28147214359651435,0.38875986767052506,0.04352095933159413,0.2866446555001863,0.7592137592137592
10tons Ltd,18,7.277777777777778,123333.33333333333,5.0,0.8335061671131243,4.673015873015873e-05,1,0.05555555555555555,0.321836374452985,0.3857899793833686,0.14238566189952076,0.14332232775009315,0.5773955773955773
11 bit studios,19,7.052631578947368,801578.947368421,9.0,0.8246807207859286,0.00048387969924812034,5,0.2631578947368421,0.5616155746919982,0.49577762574199646,0.1557485999176193,0.370482842750058,0.9299754299754299
2 Left Thumbs,15,8.071428571428571,71666.66666666667,4.066666666666666,0.9221415540708602,0.00028565079365079366,11,0.7333333333333333,0.25229141003870625,0.3493855651737051,0.09761520293164012,0.5138051705001512,0.8820638820638821
2Awesome Studio,12,6.4,16250.0,7.583333333333333,0.7735533099770645,2.261904761904762e-05,2,0.16666666666666666,0.06219283637099554,0.4628857443586589,0.04352095933159413,0.22716051499996484,0.4484029484029484
2K,84,6.580246913580247,1566309.5238095238,6.261904761904762,0.7569912326849458,0.0025052819727891156,7,0.08333333333333333,0.6474347352165165,0.42688959680172106,0.5327001862224586,0.4299669832502795,0.9987714987714987
2P Games,21,7.285714285714286,80000.0,3.4761904761904763,0.8368336911107954,0.00021977324263038547,15,0.7142857142857143,0.26638329282758,0.3227058998896206,0.18057882461709088,0.5732893110003726,0.8427518427518428
3000AD,11,4.6,42727.27272727273,1.0,0.17982545603183261,6.060606060606061e-07,0,0.0,0.18603631038998455,0.14924393652741208,0.022668219139849854,0.0,0.16093366093366093
3D Realms,23,6.318181818181818,53260.86956521739,3.4782608695652173,0.7492328497614884,4.761904761904762e-05,7,0.30434782608695654,0.21426631974143642,0.32280546682185074,0.20324704375694072,0.4299669832502795,0.5786240786240786
3dm_live_wallpapers,14,5.846153846153846,27500.0,11.571428571428571,0.7366433612728002,0.0009661904761904762,1,0.07142857142857142,0.12958670112592563,0.5450503026975805,0.08080161612582903,0.14332232775009315,0.9668304668304668
430Games,13,5.416666666666667,11923.076923076924,8.923076923076923,0.6445061963253765,0.00013846153846153847,8,0.6153846153846154,0.022531054236311854,0.4941149650698859,0.06282758118853439,0.4543210299999297,0.7751842751842751
505 Games,48,6.361702127659575,490833.3333333333,9.270833333333334,0.7290956161701189,0.0002422579365079365,6,0.125,0.49878108133275006,0.5015314631603097,0.3891976086796104,0.4023566422499772,0.8574938574938575
616 GAMES,12,6.75,14166.666666666666,1.1666666666666667,0.7525161026947634,3.928571428571428e-05,6,0.5,0.04461734169328633,0.16647821103439517,0.04352095933159413,0.4023566422499772,0.542997542997543
727 Not Hound,11,7.222222222222222,10000.0,1.5454545454545454,0.8970427087320808,4.545454545454546e-05,7,0.6363636363636364,0.0,0.2011693799394799,0.022668219139849854,0.4299669832502795,0.5743243243243243
7DOTS,11,7.454545454545454,28636.363636363636,2.1818181818181817,0.8428694374718646,1.0303030303030304e-05,0,0.0,0.13477381094428456,0.24921519609924006,0.022668219139849854,0.0,0.3366093366093366
7miao game,11,4.5,49090.90909090909,3.5454545454545454,0.3967532467532467,0.0,9,0.8181818181818182,0.20382207479437428,0.32601212204375357,0.022668219139849854,0.4761064671776892,0.07678132678132678
8Floor,48,6.390243902439025,128020.83333333333,4.145833333333333,0.6905297100346677,3.866468253968254e-05,2,0.041666666666666664,0.326615083913937,0.35272382564158083,0.3891976086796104,0.22716051499996484,0.538083538083538
8floor,268,5.752808988764045,10522.388059701492,3.925373134328358,0.5826150670905427,2.6865671641791047e-05,43,0.16044776119402984,0.006522669403011228,0.3432958314004799,0.8328350908348392,0.7824584477755563,0.48402948402948404
AFBIK Studio,21,5.809523809523809,22142.85714285714,21.80952380952381,0.6985856524616701,1.9727891156462588e-05,0,0.0,0.10183038858873855,0.6733236343791877,0.18057882461709088,0.0,0.42874692874692877
AK Studio,12,5.916666666666667,26250.0,5.083333333333333,0.7474411697774629,0.0,3,0.25,0.12362730536315605,0.38875986767052506,0.04352095933159413,0.2866446555001863,0.07678132678132678
ALPHY,12,,10000.0,1.1666666666666667,0.5,0.0,0,0.0,0.0,0.16647821103439517,0.04352095933159413,0.0,0.07678132678132678
AMG GAMES,10,7.4,10000.0,2.1,0.948063215941836,0.0,2,0.2,0.0,0.2436061339497215,0.0,0.22716051499996484,0.07678132678132678
ANPA.US,35,4.90625,60142.857142857145,1.7428571428571429,0.4893116974163467,4.326530612244899e-06,0,0.0,0.22983391037600379,0.21725133648094966,0.3088788845822412,0.0,0.22481572481572482
ARTE France,13,7.0,50000.0,7.3076923076923075,0.8194100555028273,2.527472527472528e-05,2,0.15384615384615385,0.20617271119921624,0.45585781120492996,0.06282758118853439,0.22716051499996484,0.4705159705159705
ARTLINK,13,6.0,10000.0,2.3076923076923075,0.7641414141414141,7.692307692307692e-06,4,0.3076923076923077,0.0,0.25756892221392935,0.06282758118853439,0.33278413942759594,0.2757985257985258
Absolutist Ltd.,11,5.545454545454546,92272.72727272728,4.363636363636363,0.6607667888573544,2.8484848484848483e-05,0,0.0,0.2846670041784457,0.3616496129595532,0.022668219139849854,0.0,0.49017199017199015
Abyssal Studios,11,7.181818181818182,15909.09090909091,1.0909090909090908,0.918066270047552,9.090909090909091e-06,1,0.09090909090909091,0.0594768185549878,0.15881500053476164,0.022668219139849854,0.14332232775009315,0.30405405405405406
Accelerate Games,30,6.3,43666.666666666664,1.9333333333333333,0.7301428253920641,7.307936507936509e-05,0,0.0,0.18882230373899034,0.23170733389711048,0.26992285111526687,0.0,0.6572481572481572
Activision,65,6.828125,2040923.076923077,4.630769230769231,0.7784358675611392,0.00017824105494505495,5,0.07692307692307693,0.6813425157759551,0.3721146865190088,0.4667894900594821,0.370482842750058,0.8144963144963145
Adamvision Studios,10,8.3,89500.0,11.6,0.9499931136459935,1.3333333333333333e-05,1,0.1,0.28075845234605185,0.5455390962948117,0.0,0.14332232775009315,0.3642506142506142
Aerosoft GmbH,44,5.4772727272727275,115454.54545454546,7.159090909090909,0.6222270635063807,0.0005335584415584416,10,0.22727272727272727,0.3133795035311282,0.45197159329506337,0.3670122815682204,0.49581379227537004,0.9434889434889435
Afil Games,12,6.714285714285714,12083.333333333334,2.6666666666666665,0.8162374484602803,8.333333333333334e-06,9,0.75,0.024241333356207522,0.2797531500568707,0.04352095933159413,0.4761064671776892,0.2868550368550369
Ahlman Game Studio,12,5.666666666666667,14166.666666666666,1.0,0.686511931708543,0.0,0,0.0,0.04461734169328633,0.14924393652741208,0.04352095933159413,0.0,0.07678132678132678
Airem,15,6.222222222222222,42000.0,43.6,0.7646643999806337,2.46984126984127e-05,0,0.0,0.1838370177236822,0.8177033203058168,0.09761520293164012,0.0,0.4643734643734644
Akella,13,5.538461538461538,73076.92307692308,2.4615384615384617,0.6237898269861272,4.212454212454213e-05,0,0.0,0.254787814912029,0.2673575845087337,0.06282758118853439,0.0,0.5577395577395577
