publisher_primary,baseline_score,baseline_rank,min_score,max_score,mean_score,score_range,score_std,min_rank,max_rank,rank_range,mean_absolute_rank_change,top_5_frequency,top_10_frequency,top_20_frequency
IndieArk,0.6698678248199601,15.0,0.6066200069795921,0.7331156426603282,0.6698678248199601,0.12649563568073618,0.0348261211428075,3.0,53.0,50.0,10.964705882352941,0.058823529411764705,0.36470588235294116,0.5882352941176471
SEGA,0.6683072893993197,16.0,0.5705962410611918,0.7660183377374479,0.6683072893993198,0.1954220966762561,0.04117677294094931,12.0,26.0,14.0,2.776470588235294,0.0,0.0,0.8
Ubisoft,0.6682138483560324,17.0,0.5916652656540553,0.7447624310580094,0.6682138483560324,0.15309716540395413,0.03615057215289485,13.0,43.0,30.0,3.164705882352941,0.0,0.0,0.7411764705882353
Team17,0.6670933080377021,18.0,0.602822522892287,0.7313640931831171,0.6670933080377021,0.12854157029083013,0.027253231755837267,10.0,30.0,20.0,4.658823529411765,0.0,0.03529411764705882,0.6352941176470588
Private Division,0.6665176407262148,19.0,0.6001141181136973,0.7329211633387324,0.6665176407262148,0.13280704522503506,0.02883496727339202,12.0,29.0,17.0,2.788235294117647,0.0,0.0,0.6705882352941176
11 bit studios,0.6601402693351984,20.0,0.5738379097110369,0.7464426289593602,0.6601402693351985,0.17260471924832332,0.0373797812427834,17.0,36.0,19.0,2.388235294117647,0.0,0.0,0.29411764705882354
2K,0.6572163044438103,21.0,0.5688704086307778,0.7455622002568428,0.6572163044438103,0.17669179162606508,0.04377365223668621,12.0,74.0,62.0,7.435294117647059,0.0,0.0,0.38823529411764707
Bethesda Softworks,0.6568678120636848,22.0,0.5769375426293276,0.7367980814980422,0.6568678120636848,0.15986053886871454,0.04069574911676951,15.0,64.0,49.0,7.870588235294117,0.0,0.0,0.4117647058823529
Rockstar Games,0.6558843999569322,23.0,0.5818357959920615,0.7299330039218028,0.6558843999569322,0.14809720792974135,0.03844376425056932,15.0,63.0,48.0,7.682352941176471,0.0,0.0,0.38823529411764707
Yogscast Games,0.6532473902192871,24.0,0.5831512780102841,0.7233435024282903,0.6532473902192871,0.14019222441800616,0.030376242079534044,9.0,49.0,40.0,8.976470588235294,0.0,0.03529411764705882,0.38823529411764707
Square Enix,0.6485991421719415,25.0,0.56207742473738,0.7351208596065031,0.6485991421719415,0.1730434348691231,0.0380538588534256,20.0,59.0,39.0,4.141176470588236,0.0,0.0,0.011764705882352941
2 Left Thumbs,0.6475339199994274,26.0,0.5579860130584009,0.737081826940454,0.6475339199994274,0.1790958138820531,0.04099791345036874,6.0,76.0,70.0,13.329411764705883,0.0,0.10588235294117647,0.3764705882352941
WB Games,0.6471812255098814,27.0,0.533400311672988,0.7609621393467748,0.6471812255098813,0.22756182767378685,0.056697495949956385,12.0,90.0,78.0,15.717647058823529,0.0,0.0,0.3764705882352941
Devolver Digital,0.6436938340475832,28.0,0.5622431203549124,0.725144547740254,0.6436938340475832,0.16290142738534164,0.033538230875862676,22.0,53.0,31.0,4.317647058823529,0.0,0.0,0.0
Annapurna Interactive,0.6430100786657001,29.0,0.5599168969944935,0.726103260336907,0.6430100786657003,0.16618636334241343,0.03523146637213609,15.0,61.0,46.0,6.741176470588235,0.0,0.0,0.058823529411764705
HypeTrain Digital,0.6394348242702194,30.0,0.5378475402231704,0.7410221083172684,0.6394348242702195,0.20317456809409806,0.04141962409757663,21.0,51.0,30.0,4.258823529411765,0.0,0.0,0.0
KONAMI,0.6385685095445881,31.0,0.552983766222213,0.7241532528669631,0.638568509544588,0.17116948664475007,0.037131486517289224,24.0,62.0,38.0,5.317647058823529,0.0,0.0,0.0
Skybound Games,0.6356085619203704,32.0,0.5684315332653099,0.702785590575431,0.6356085619203704,0.13435405731012107,0.02795383637922111,17.0,60.0,43.0,9.552941176470588,0.0,0.0,0.03529411764705882
PlayWay S.A.,0.635205227220895,33.0,0.5498326860411938,0.7205777684005963,0.635205227220895,0.17074508235940244,0.03496774229470245,23.0,60.0,37.0,5.517647058823529,0.0,0.0,0.0
Activision,0.6319774285506679,34.0,0.557544795188971,0.7064100619123644,0.6319774285506677,0.1488652667233934,0.037847214484740724,23.0,84.0,61.0,13.0,0.0,0.0,0.0
Dire Wolf,0.6296802956795715,35.0,0.5122057129780779,0.747154878381065,0.6296802956795715,0.23494916540298705,0.046579729163358424,17.0,58.0,41.0,8.48235294117647,0.0,0.0,0.023529411764705882
"Spike Chunsoft Co., Ltd.",0.6294240049103441,36.0,0.5239750504682275,0.7348729593524608,0.6294240049103441,0.21089790888423332,0.04200679196445953,25.0,54.0,29.0,6.129411764705883,0.0,0.0,0.0
Humble Games,0.6294146291642333,37.0,0.5382708011066478,0.7205584572218188,0.6294146291642333,0.18228765611517095,0.03641648156586081,34.0,48.0,14.0,3.0588235294117645,0.0,0.0,0.0
Focus Entertainment,0.6280812202374526,38.0,0.5471027355709179,0.7090597049039875,0.6280812202374526,0.16195696933306958,0.03546473661305556,28.0,75.0,47.0,7.364705882352941,0.0,0.0,0.0
Future Friends Games,0.626479193337754,39.0,0.5303703767082439,0.7225880099672642,0.626479193337754,0.1922176332590203,0.03824425264119685,22.0,65.0,43.0,8.0,0.0,0.0,0.0
Tripwire Interactive,0.6253641397973552,40.0,0.5117752340892907,0.7389530455054196,0.6253641397973552,0.22717781141612892,0.054919914330120265,18.0,107.0,89.0,20.023529411764706,0.0,0.0,0.03529411764705882
Gamera Games,0.6228051607760201,41.0,0.5324419226414658,0.7131683989105743,0.6228051607760201,0.18072647626910843,0.038097606275530355,25.0,81.0,56.0,9.341176470588236,0.0,0.0,0.0
Secret Mode,0.6211627073038,42.0,0.533596458607989,0.7087289559996108,0.6211627073037999,0.17513249739162184,0.03459244956295447,34.0,61.0,27.0,5.470588235294118,0.0,0.0,0.0
Goblinz Publishing,0.6209926437110578,43.0,0.5459350446621515,0.6960502427599641,0.6209926437110578,0.1501151980978126,0.03310657973012686,26.0,87.0,61.0,10.741176470588234,0.0,0.0,0.0
NEOWIZ,0.6194030169176593,44.0,0.5261691275670148,0.7126369062683039,0.6194030169176593,0.18646777870128906,0.03956584676686712,35.0,79.0,44.0,8.352941176470589,0.0,0.0,0.0
Ravenage Games,0.6186827191347681,45.0,0.5575009557851283,0.679864482484408,0.6186827191347681,0.12236352669927975,0.035348163785464716,14.0,121.0,107.0,24.023529411764706,0.0,0.0,0.1411764705882353
Paradox Interactive,0.6182468179478603,46.0,0.5290112835442269,0.7074823523514938,0.6182468179478603,0.17847106880726693,0.04171931458480686,28.0,107.0,79.0,13.023529411764706,0.0,0.0,0.0
OKJOY,0.6172494125679794,47.0,0.5332495771879027,0.7012492479480561,0.6172494125679794,0.16799967076015343,0.04056662962894414,13.0,108.0,95.0,20.905882352941177,0.0,0.0,0.09411764705882353
Thunderful Publishing,0.6158754745473801,48.0,0.5142335739077141,0.7175173751870461,0.6158754745473801,0.203283801279332,0.04071772393097266,39.0,74.0,35.0,7.070588235294117,0.0,0.0,0.0
Alawar,0.6155494218876745,49.0,0.5272193627237086,0.7038794810516404,0.6155494218876745,0.17666011832793183,0.036284975241670826,43.0,72.0,29.0,5.458823529411765,0.0,0.0,0.0
Playtonic Friends,0.6135602529753601,50.0,0.5043091864589121,0.7228113194918081,0.6135602529753601,0.218502133032896,0.043085991534618714,32.0,75.0,43.0,8.541176470588235,0.0,0.0,0.0
Curve Games,0.6120270045276706,51.0,0.5330262444911561,0.6910277645641848,0.6120270045276706,0.1580015200730287,0.03590500929833726,36.0,91.0,55.0,12.51764705882353,0.0,0.0,0.0
HIKARI FIELD,0.6120167514624323,52.0,0.4831764466956854,0.7408570562291792,0.6120167514624323,0.2576806095334938,0.05169271532830578,19.0,91.0,72.0,16.541176470588237,0.0,0.0,0.023529411764705882
Kitfox Games,0.6116404541344026,53.0,0.5118284769658792,0.7114524313029257,0.6116404541344025,0.1996239543370465,0.042431465049250286,33.0,86.0,53.0,11.08235294117647,0.0,0.0,0.0
Fireshine Games,0.6113969555749743,54.0,0.5295253317386355,0.693268579411313,0.6113969555749742,0.16374324767267756,0.03533935641278204,33.0,95.0,62.0,10.011764705882353,0.0,0.0,0.0
Deep Silver,0.610647178161861,55.0,0.5520391598495342,0.669255196474188,0.6106471781618611,0.11721603662465374,0.02850578974507416,32.0,98.0,66.0,13.929411764705883,0.0,0.0,0.0
tinyBuild,0.6092912826844961,56.0,0.5279357304490284,0.6906468349199637,0.6092912826844961,0.16271110447093529,0.03272001891035282,49.0,70.0,21.0,4.223529411764706,0.0,0.0,0.0
2P Games,0.6089828491943394,57.0,0.5367369374022323,0.6812287609864466,0.6089828491943394,0.1444918235842143,0.03546312698641158,17.0,112.0,95.0,21.08235294117647,0.0,0.0,0.03529411764705882
Gearbox Publishing,0.6079276874408119,58.0,0.5416902425484258,0.6741651323331983,0.607927687440812,0.1324748897847725,0.03191223403742482,32.0,101.0,69.0,15.541176470588235,0.0,0.0,0.0
Crystal Dynamics,0.6074010565516911,59.0,0.5014305912597047,0.7133715218436775,0.6074010565516911,0.2119409305839728,0.05253994968828473,27.0,135.0,108.0,23.694117647058825,0.0,0.0,0.0
Armor Games Studios,0.6065359409554434,60.0,0.5032384561683504,0.7098334257425363,0.6065359409554433,0.20659496957418588,0.04076086518418394,41.0,79.0,38.0,7.2823529411764705,0.0,0.0,0.0
Funcom,0.6063410322019831,61.0,0.515399342621981,0.6972827217819852,0.6063410322019831,0.1818833791600043,0.04179577289517066,35.0,111.0,76.0,13.870588235294118,0.0,0.0,0.0
Akupara Games,0.6040147586191286,62.0,0.49594210992919824,0.7120874073090591,0.6040147586191287,0.21614529737986082,0.043212931551169974,48.0,80.0,32.0,5.91764705882353,0.0,0.0,0.0
BANDAI NAMCO Entertainment,0.6006242044810084,63.0,0.47949389486387567,0.7217545140981412,0.6006242044810084,0.2422606192342655,0.05702288954303571,28.0,187.0,159.0,25.658823529411766,0.0,0.0,0.0
Thermite Games,0.5969551746075568,64.0,0.541852394050722,0.6520579551643912,0.5969551746075566,0.11020556111366919,0.022425204943250374,37.0,122.0,85.0,15.48235294117647,0.0,0.0,0.0
Bohemia Interactive,0.5947335037930782,65.0,0.5085947845202793,0.680872223065877,0.5947335037930781,0.17227743854559774,0.04210849537449584,33.0,170.0,137.0,17.976470588235294,0.0,0.0,0.0
WhisperGames,0.5936943594691887,66.0,0.4705635420914318,0.7168251768469454,0.5936943594691886,0.24626163475551355,0.04884172507669871,43.0,103.0,60.0,11.623529411764705,0.0,0.0,0.0
Kalypso Media,0.593627271118705,67.0,0.5101565579213303,0.6770979843160797,0.593627271118705,0.1669414263947494,0.03805596773541347,44.0,132.0,88.0,12.776470588235295,0.0,0.0,0.0
NekoNyan Ltd.,0.5912726261765169,68.0,0.45957132173885085,0.7229739306141829,0.5912726261765169,0.26340260887533207,0.05259143919744354,36.0,119.0,83.0,17.423529411764704,0.0,0.0,0.0
indie.io,0.5907509261630348,69.0,0.5269858960092587,0.6545159563168108,0.5907509261630347,0.1275300603075521,0.034537845234869136,33.0,149.0,116.0,25.270588235294117,0.0,0.0,0.0
Introversion Software,0.5901894319223598,70.0,0.49431844901512484,0.6860604148295948,0.5901894319223598,0.19174196581446995,0.040640428472604184,56.0,117.0,61.0,11.48235294117647,0.0,0.0,0.0
Mango Party,0.5901479464282966,71.0,0.492058688563922,0.6882372042926714,0.5901479464282966,0.19617851572874945,0.0553574597264761,15.0,207.0,192.0,37.31764705882353,0.0,0.0,0.07058823529411765
Crytivo,0.59006311117665,72.0,0.4869174724644484,0.6932087498888516,0.59006311117665,0.20629127742440323,0.04390151045999101,44.0,131.0,87.0,13.976470588235294,0.0,0.0,0.0
Lucasfilm,0.5894929422084367,73.0,0.4800005613749107,0.6989853230419628,0.5894929422084368,0.2189847616670521,0.052435143190842914,29.0,173.0,144.0,26.58823529411765,0.0,0.0,0.0
Maximum Entertainment,0.589347098951188,74.0,0.5060925952380322,0.6726016026643439,0.5893470989511881,0.1665090074263117,0.03761960470841327,40.0,137.0,97.0,16.929411764705883,0.0,0.0,0.0
Vertigo Games,0.5890868686383938,75.0,0.4836155735422403,0.6945581637345473,0.5890868686383938,0.210942590192307,0.04366758176358622,57.0,115.0,58.0,10.176470588235293,0.0,0.0,0.0
"T-Time Technology CO., LTD.",0.5870808102743895,76.0,0.5023622555270624,0.6717993650217167,0.5870808102743895,0.1694371094946543,0.04781384792968673,16.0,215.0,199.0,38.23529411764706,0.0,0.0,0.058823529411764705
FireFly Studios,0.5869642060187341,77.0,0.4956666846495149,0.6782617273879535,0.5869642060187342,0.18259504273843863,0.04422733527214791,41.0,183.0,142.0,21.129411764705882,0.0,0.0,0.0
Coatsink,0.5863710287222318,78.0,0.4658072016549436,0.7069348557895201,0.5863710287222318,0.24112765413457649,0.04791495397648021,54.0,110.0,56.0,9.552941176470588,0.0,0.0,0.0
"Kairosoft Co., Ltd",0.5863179455895854,79.0,0.4833381531598801,0.6892977380192907,0.5863179455895854,0.20595958485941063,0.0486807216413554,31.0,165.0,134.0,26.08235294117647,0.0,0.0,0.0
505 Games,0.58440103231089,80.0,0.5045973756604202,0.6642046889613599,0.58440103231089,0.1596073133009397,0.03609032114548569,54.0,145.0,91.0,14.24705882352941,0.0,0.0,0.0
Daedalic Entertainment,0.5830934352955349,81.0,0.5112121092261521,0.654974761364918,0.5830934352955349,0.14376265213876582,0.028924751006573164,61.0,117.0,56.0,10.270588235294118,0.0,0.0,0.0
Chucklefish,0.5806965701724145,82.0,0.5093936764756753,0.6519994638691536,0.5806965701724145,0.1426057873934783,0.03420552682095418,53.0,145.0,92.0,21.094117647058823,0.0,0.0,0.0
THQ Nordic,0.5793111709853892,83.0,0.49558537555192406,0.6630369664188545,0.5793111709853892,0.1674515908669304,0.035698019067448274,67.0,133.0,66.0,11.788235294117648,0.0,0.0,0.0
DreadXP,0.5792909227945922,84.0,0.49665739609342274,0.6619244494957613,0.579290922794592,0.1652670534023386,0.035811801175680426,44.0,144.0,100.0,18.4,0.0,0.0,0.0
No More Robots,0.5768691835159806,85.0,0.4804036400460327,0.6733347269859286,0.5768691835159806,0.19293108693989586,0.03904625043023516,70.0,134.0,64.0,10.941176470588236,0.0,0.0,0.0
MDickie,0.5768533251865715,86.0,0.45598995745544685,0.6977166929176963,0.5768533251865716,0.2417267354622495,0.05148984670954964,50.0,150.0,100.0,23.858823529411765,0.0,0.0,0.0
Warner Bros. Interactive Entertainment,0.5767154366098444,87.0,0.48122359566080763,0.672207277558881,0.5767154366098444,0.19098368189807335,0.048857834765755496,34.0,189.0,155.0,31.75294117647059,0.0,0.0,0.0
Zachtronics,0.5762295080060402,88.0,0.4370941858741807,0.7153648301379,0.5762295080060403,0.2782706442637193,0.05866472897449308,44.0,164.0,120.0,27.88235294117647,0.0,0.0,0.0
Untold Tales,0.575963826704267,89.0,0.48776829575387926,0.664159357654655,0.5759638267042672,0.1763910619007757,0.036158638734971396,70.0,128.0,58.0,12.023529411764706,0.0,0.0,0.0
Destructive Creations,0.5756165614452845,90.0,0.4725181986662544,0.6787149242243146,0.5756165614452845,0.20619672555806018,0.043164773631256766,69.0,149.0,80.0,11.6,0.0,0.0,0.0
Twin Sails Interactive,0.5738011196289116,91.0,0.47721549697868737,0.6703867422791357,0.5738011196289116,0.19317124530044838,0.04064628212913732,75.0,130.0,55.0,12.188235294117646,0.0,0.0,0.0
"Nicalis, Inc.",0.5729986631421972,92.0,0.4982202235370585,0.6477771027473357,0.572998663142197,0.14955687921027716,0.03726984858979433,44.0,180.0,136.0,25.63529411764706,0.0,0.0,0.0
Stardock Entertainment,0.5722517445761968,93.0,0.4784011255558738,0.6661023635965196,0.5722517445761967,0.18770123804064587,0.04262511934247393,57.0,205.0,148.0,19.50588235294118,0.0,0.0,0.0
Good Shepherd Entertainment,0.5719963580796599,94.0,0.47240962445822654,0.6715830917010934,0.5719963580796599,0.1991734672428669,0.041768763951334616,75.0,142.0,67.0,13.894117647058824,0.0,0.0,0.0
SNEG,0.570798994225734,95.0,0.485534773403147,0.656063215048321,0.570798994225734,0.170528441645174,0.04425808093027408,43.0,198.0,155.0,31.83529411764706,0.0,0.0,0.0
Idea Factory International,0.5692784403171142,96.0,0.457084734010781,0.6814721466234475,0.5692784403171142,0.22438741261266648,0.04480652192887977,75.0,125.0,50.0,9.364705882352942,0.0,0.0,0.0
SNK CORPORATION,0.5687717193664995,97.0,0.4632603566716595,0.6742830820613395,0.5687717193664995,0.21102272538967998,0.0433746416576432,81.0,140.0,59.0,12.51764705882353,0.0,0.0,0.0
Kagura Games,0.5686539354641299,98.0,0.4809961616295685,0.6563117092986912,0.5686539354641299,0.17531554766912272,0.04098254456406,54.0,186.0,132.0,23.51764705882353,0.0,0.0,0.0
"KOEI TECMO GAMES CO., LTD.",0.568636156928319,99.0,0.4527783968198671,0.6844939170367711,0.5686361569283191,0.231715520216904,0.04872093397076605,70.0,188.0,118.0,18.905882352941177,0.0,0.0,0.0
Rebellion,0.5682670121732863,100.0,0.4628989084764282,0.6736351158701446,0.5682670121732863,0.2107362073937164,0.05014387188530967,50.0,202.0,152.0,31.67058823529412,0.0,0.0,0.0
Nacon,0.5675743663781543,101.0,0.49748381791829266,0.6376649148380158,0.5675743663781543,0.14018109691972314,0.03510563355328088,58.0,178.0,120.0,25.341176470588234,0.0,0.0,0.0
Walter Machado,0.5658997404197048,102.0,0.4399097041733569,0.6918897766660528,0.5658997404197049,0.2519800724926959,0.05473969180768511,58.0,184.0,126.0,30.11764705882353,0.0,0.0,0.0
Deck13,0.5653218409007686,103.0,0.4442050568748838,0.6864386249266538,0.5653218409007688,0.24223356805176993,0.04977999537280504,72.0,175.0,103.0,18.68235294117647,0.0,0.0,0.0
Apogee Entertainment,0.5635202068666864,104.0,0.45000059439913814,0.6770398193342347,0.5635202068666865,0.2270392249350966,0.04476518192307406,78.0,134.0,56.0,11.882352941176471,0.0,0.0,0.0
072 Project,0.5626674300785469,105.0,0.47700418214233614,0.6483306780147579,0.5626674300785469,0.1713264958724217,0.050978986114556334,23.0,276.0,253.0,54.07058823529412,0.0,0.0,0.0
Team17 Digital Ltd,0.5615585666261619,106.0,0.45448283271704976,0.668634300535274,0.5615585666261619,0.2141514678182242,0.04672772486050192,71.0,223.0,152.0,22.48235294117647,0.0,0.0,0.0
XSEED Games,0.5599303169623411,107.0,0.4474829267155482,0.672377707209134,0.5599303169623411,0.22489478049358586,0.04492544550287596,91.0,141.0,50.0,11.435294117647059,0.0,0.0,0.0
JAST,0.5589421374536273,108.0,0.4591119618012091,0.6587723131060456,0.5589421374536273,0.19966035130483645,0.049829974508525304,49.0,212.0,163.0,36.38823529411765,0.0,0.0,0.0
Dear Villagers,0.5582028813614036,109.0,0.4920134634990995,0.6243922992237079,0.5582028813614036,0.13237883572460835,0.02654691917680848,79.0,165.0,86.0,17.423529411764704,0.0,0.0,0.0
Milestone S.r.l.,0.55638297443827,110.0,0.44634775858629927,0.6664181902902409,0.55638297443827,0.22007043170394158,0.04535885377650202,94.0,190.0,96.0,17.63529411764706,0.0,0.0,0.0
"PopCap Games, Inc.",0.5553796799207233,111.0,0.41332582209325863,0.697433537748188,0.5553796799207233,0.2841077156549293,0.058905857005547256,61.0,217.0,156.0,34.48235294117647,0.0,0.0,0.0
LucasArts,0.5551221247196902,112.0,0.45134109582287835,0.6589031536165021,0.5551221247196902,0.20756205779362374,0.04924400551224237,57.0,216.0,159.0,34.247058823529414,0.0,0.0,0.0
Hyperstrange,0.5532693488338695,113.0,0.4445468503407032,0.6619918473270359,0.5532693488338695,0.21744499698633268,0.04346371695550978,89.0,149.0,60.0,15.658823529411764,0.0,0.0,0.0
MicroProse Software,0.5529210641575651,114.0,0.47457083009138396,0.6312712982237465,0.5529210641575651,0.15670046813236255,0.03170986438746753,97.0,155.0,58.0,13.870588235294118,0.0,0.0,0.0
Wired Productions,0.5529160890577058,115.0,0.47568059758805453,0.630151580527357,0.5529160890577058,0.15447098293930245,0.030981787469130224,98.0,156.0,58.0,12.705882352941176,0.0,0.0,0.0
Dotemu,0.5522689473088572,116.0,0.45860038162606775,0.6459375129916468,0.5522689473088572,0.18733713136557906,0.0386918596551978,99.0,173.0,74.0,15.68235294117647,0.0,0.0,0.0
Aspyr,0.5522319496840343,117.0,0.4635959063036108,0.6408679930644577,0.5522319496840343,0.17727208676084694,0.03817491281947633,96.0,204.0,108.0,20.03529411764706,0.0,0.0,0.0
Fatshark,0.55213227416486,118.0,0.45131222427649864,0.6529523240532213,0.55213227416486,0.2016400997767227,0.050441912997396234,58.0,304.0,246.0,39.576470588235296,0.0,0.0,0.0
Games Incubator,0.5519514715963603,119.0,0.4639008735850936,0.640002069607627,0.5519514715963603,0.17610119602253338,0.039320382253429036,76.0,205.0,129.0,22.31764705882353,0.0,0.0,0.0
"Jackbox Games, Inc.",0.551525683224992,120.0,0.4301430182364139,0.6729083482135702,0.5515256832249921,0.24276532997715627,0.04965442214949275,89.0,207.0,118.0,21.905882352941177,0.0,0.0,0.0
Playmeow,0.5509240637504718,121.0,0.4673955518365861,0.6344525756643573,0.5509240637504716,0.1670570238277712,0.04844094505608825,46.0,292.0,246.0,45.588235294117645,0.0,0.0,0.0
L. Stotch,0.5502596468882608,122.0,0.43984930396308564,0.6606699898134363,0.5502596468882609,0.22082068585035064,0.050525065477839096,67.0,224.0,157.0,33.88235294117647,0.0,0.0,0.0
Matthew Brown,0.5492496162058855,123.0,0.42128102898580666,0.6772182034259645,0.5492496162058855,0.25593717444015784,0.05143279651914361,81.0,195.0,114.0,22.529411764705884,0.0,0.0,0.0
D3PUBLISHER,0.5490858245154966,124.0,0.44448843519528175,0.6536832138357115,0.5490858245154966,0.20919477864042973,0.044215192551800155,98.0,214.0,116.0,21.141176470588235,0.0,0.0,0.0
"USERJOY Technology Co., Ltd.",0.5484180208560349,125.0,0.426285268330547,0.6705507733815229,0.5484180208560349,0.24426550505097594,0.05108592776759182,90.0,237.0,147.0,27.11764705882353,0.0,0.0,0.0
SOFTSTAR ENTERTAINMENT,0.5471283651484795,126.0,0.4272247767388838,0.6670319535580753,0.5471283651484795,0.2398071768191915,0.04863183936506433,100.0,197.0,97.0,20.71764705882353,0.0,0.0,0.0
HeroCraft PC,0.5467216289735628,127.0,0.478302275587086,0.6151409823600399,0.5467216289735629,0.1368387067729539,0.027741839281154698,94.0,180.0,86.0,17.458823529411763,0.0,0.0,0.0
GirlGames,0.5460565658470122,128.0,0.45244291575662565,0.6396702159373988,0.5460565658470122,0.18722730018077316,0.042936969116458966,72.0,221.0,149.0,29.341176470588234,0.0,0.0,0.0
Egosoft,0.546042845104884,129.0,0.4438844708309238,0.6482012193788443,0.546042845104884,0.20431674854792053,0.04977261297981432,69.0,305.0,236.0,39.858823529411765,0.0,0.0,0.0
Waku Waku Games,0.5458409078456712,130.0,0.449142295445077,0.6425395202462653,0.5458409078456711,0.19339722480118826,0.04835305355826444,67.0,245.0,178.0,39.1764705882353,0.0,0.0,0.0
"NIS America, Inc.",0.543822080169225,131.0,0.4315726580103937,0.6560715023280561,0.543822080169225,0.22449884431766243,0.04503212024728444,109.0,180.0,71.0,15.08235294117647,0.0,0.0,0.0
PQube,0.5416960779315522,132.0,0.4485140792014507,0.6348780766616535,0.5416960779315521,0.18636399746020282,0.03875317814573494,102.0,197.0,95.0,17.705882352941178,0.0,0.0,0.0
Eidos Interactive Corp.,0.5411853678142166,133.0,0.4661479937673719,0.6162227418610611,0.5411853678142166,0.15007474809368915,0.04422845584167563,64.0,271.0,207.0,47.83529411764706,0.0,0.0,0.0
方块游戏(CubeGame),0.5410693789977524,134.0,0.4615386160176308,0.6206001419778739,0.5410693789977524,0.15906152596024314,0.03747410538652533,81.0,247.0,166.0,29.458823529411763,0.0,0.0,0.0
Finji,0.5407027606734085,135.0,0.4334048233730234,0.6480006979737938,0.5407027606734085,0.2145958746007704,0.0495539883433331,69.0,248.0,179.0,37.45882352941177,0.0,0.0,0.0
Quiet River,0.5406316676260918,136.0,0.4546685683684972,0.6265947668836866,0.5406316676260918,0.17192619851518948,0.04573767922210061,42.0,291.0,249.0,45.68235294117647,0.0,0.0,0.0
Prime Matter,0.539878929923672,137.0,0.4860545142506626,0.5937033455966815,0.539878929923672,0.10764883134601888,0.02316348657341797,84.0,219.0,135.0,27.423529411764704,0.0,0.0,0.0
Euphoric Brothers,0.539336428731023,138.0,0.46889547856881053,0.6097773788932357,0.539336428731023,0.14088190032442516,0.03304496799895178,89.0,229.0,140.0,29.51764705882353,0.0,0.0,0.0
"Top Hat Studios, Inc.",0.5392679782593885,139.0,0.43501536795920076,0.6435205885595765,0.5392679782593885,0.20850522060037574,0.043610314932589905,100.0,192.0,92.0,21.41176470588235,0.0,0.0,0.0
EMIKA_GAMES,0.5381060475448357,140.0,0.4239669018967289,0.6522451931929425,0.5381060475448356,0.22827829129621358,0.04542783492628335,108.0,188.0,80.0,15.623529411764705,0.0,0.0,0.0
OTAKU Plan,0.5380454231377492,141.0,0.4588634434989585,0.6172274027765401,0.5380454231377492,0.15836395927758157,0.03907753099185269,83.0,233.0,150.0,34.55294117647059,0.0,0.0,0.0
GrabTheGames,0.5379871691701453,142.0,0.4445368856356887,0.6314374527046019,0.5379871691701453,0.18690056706891323,0.03691393288731151,134.0,168.0,34.0,7.5058823529411764,0.0,0.0,0.0
Snapbreak,0.5374568553349153,143.0,0.4463879233839492,0.6285257872858814,0.5374568553349153,0.18213786390193215,0.038446359689959915,108.0,210.0,102.0,19.211764705882352,0.0,0.0,0.0
Sekai Project,0.5373918078595792,144.0,0.4327502322383381,0.6420333834808203,0.5373918078595792,0.2092831512424822,0.04200292291536615,109.0,184.0,75.0,13.16470588235294,0.0,0.0,0.0
Frozenbyte,0.5368621707779313,145.0,0.44218034055410194,0.6315440010017606,0.5368621707779313,0.18936366044765862,0.04654167477343544,88.0,288.0,200.0,40.64705882352941,0.0,0.0,0.0
Capcom,0.5364970304291923,146.0,0.44831789955483,0.6246761613035544,0.5364970304291923,0.17635826174872443,0.04535741707429566,77.0,275.0,198.0,42.61176470588235,0.0,0.0,0.0
Hanabi Games,0.5362043171529863,147.0,0.4566466223145005,0.6157620119914722,0.5362043171529863,0.1591153896769717,0.04832903150310887,46.0,273.0,227.0,52.51764705882353,0.0,0.0,0.0
Tate Multimedia,0.5353272489192054,148.0,0.46819141320775326,0.6024630846306575,0.5353272489192054,0.1342716714229042,0.026531545964730643,105.0,201.0,96.0,16.44705882352941,0.0,0.0,0.0
Bonus Stage Publishing,0.5350942393069329,149.0,0.44667086441383574,0.6235176142000302,0.5350942393069329,0.1768467497861944,0.04118791215267636,88.0,228.0,140.0,31.08235294117647,0.0,0.0,0.0
Shiravune,0.5350535801027146,150.0,0.4486766837718733,0.6214304764335561,0.5350535801027146,0.17275379266168278,0.04504713676928658,68.0,253.0,185.0,41.917647058823526,0.0,0.0,0.0
Graffiti Games,0.5347478290058182,151.0,0.43686668193864786,0.6326289760729884,0.5347478290058182,0.19576229413434054,0.03932295050645291,124.0,208.0,84.0,14.647058823529411,0.0,0.0,0.0
Neon Doctrine,0.5343550233806486,152.0,0.4643637476130964,0.6043462991482008,0.5343550233806486,0.13998255153510442,0.031807251160939264,97.0,220.0,123.0,27.811764705882354,0.0,0.0,0.0
Telltale,0.5334827327499245,153.0,0.4369708729657432,0.629994592534106,0.5334827327499246,0.19302371956836273,0.04274851371438255,92.0,236.0,144.0,29.2,0.0,0.0,0.0
NVLMaker,0.5331497332472914,154.0,0.4280485631118538,0.638250903382729,0.5331497332472913,0.21020234027087525,0.0466461900485777,87.0,245.0,158.0,32.305882352941175,0.0,0.0,0.0
