scenario_id,scale_reach_weight,quality_weight,engagement_weight,momentum_weight,weight_distance_from_baseline,publisher_primary,overall_score,rank,baseline_rank,rank_change,absolute_rank_change
S000,0.35,0.3,0.2,0.15,0.0,072 Project,0.5626674300785469,105.0,105.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,0Cube,0.3108948000502189,619.0,619.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,101XP,0.508051199510438,210.0,210.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,10tons Ltd,0.4900510241085885,234.0,234.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,11 bit studios,0.6601402693351984,20.0,20.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,2 Left Thumbs,0.6475339199994274,26.0,26.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,2Awesome Studio,0.37860365781057653,482.0,482.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,2K,0.6572163044438103,21.0,21.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,2P Games,0.6089828491943394,57.0,57.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,3000AD,0.166142237502066,779.0,779.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,3D Realms,0.4560617359087308,299.0,299.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,3dm_live_wallpapers,0.47238813521450923,268.0,268.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,430Games,0.4423830340409617,328.0,328.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,505 Games,0.58440103231089,80.0,80.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,616 GAMES,0.41893131965191627,380.0,380.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,727 Not Hound,0.46385782465546854,283.0,283.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,7DOTS,0.37267138747136724,492.0,492.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,7miao game,0.2986297001884315,642.0,642.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,8Floor,0.438892128047136,331.0,331.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,8floor,0.34790993422890776,550.0,550.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,AFBIK Studio,0.3442247248723542,555.0,555.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,AK Studio,0.3100184749100349,620.0,620.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ALPHY,,,,,
S000,0.35,0.3,0.2,0.15,0.0,AMG GAMES,0.3284700302462413,584.0,584.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ANPA.US,0.2508723769234334,713.0,713.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ARTE France,0.44524000420600673,322.0,322.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ARTLINK,0.3188034312271891,605.0,605.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Absolutist Ltd.,0.3728787211472054,490.0,490.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Abyssal Studios,0.3592340845592134,526.0,526.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Accelerate Games,0.4017274803448227,428.0,428.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Activision,0.6319774285506679,34.0,34.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Adamvision Studios,0.496970755181781,226.0,226.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Aerosoft GmbH,0.5204326250473151,181.0,181.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Afil Games,0.40541790968903296,416.0,416.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Ahlman Game Studio,0.21534706041765989,756.0,756.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Airem,0.40579412309533225,415.0,415.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Akella,0.36568482519963064,507.0,507.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Aksys Games,0.45848654718430015,295.0,295.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Akupara Games,0.6040147586191286,62.0,62.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Alawar,0.6155494218876745,49.0,49.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Alawar Casual,0.48403976406912,244.0,244.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Aldorlea Games,0.34927534403174393,545.0,545.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Alternative Software Ltd,0.3481028467741775,548.0,548.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Amaterasu Software,0.34593210333194874,553.0,553.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Ammonite Design Studios Ltd,0.26790943086986485,695.0,695.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Anamik Majumdar,0.21465099134811896,758.0,758.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Anarchy Enterprises,0.24775336144472143,719.0,719.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Anatoliy Loginovskikh,0.40871375021291095,405.0,405.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Andy Jurko,0.38692450672184997,468.0,468.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,AnelaGamesStudio,0.31115544147685714,618.0,618.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Anima Games,,,,,
S000,0.35,0.3,0.2,0.15,0.0,Anime Mania,0.3951533378125446,445.0,445.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Annapurna Interactive,0.6430100786657001,29.0,29.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Anshar Publishing,0.4728176746102486,267.0,267.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Apogee Entertainment,0.5635202068666864,104.0,104.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Application Systems Heidelberg,0.4780603875405074,257.0,257.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Appnori Inc.,0.3887493873608453,460.0,460.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Arc Games,0.6769752208427152,13.0,13.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Arc System Works,0.5155480858989187,191.0,191.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,"Arcen Games, LLC",0.39295478497603964,450.0,450.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Archor Games,0.3546648900392024,534.0,534.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Argent Games,0.41685200843022424,386.0,386.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Armor Games Studios,0.6065359409554434,60.0,60.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Art Games Studio S.A.,0.36683798475684637,506.0,506.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Artifex Mundi,0.4709601724667578,272.0,272.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Artur Rezende,0.27846118140547915,680.0,680.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Aspyr,0.5522319496840343,117.0,117.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Assemble Entertainment,0.527402278229222,170.0,170.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Astero,0.12875396634502098,785.0,785.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Astrea,0.3472477444254197,552.0,552.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Atari,0.5044047699251815,219.0,219.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Avalon Digital,0.4669766273717628,277.0,277.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Axis Games,0.39844022356634523,435.0,435.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Axyos Games,0.3945381674596739,447.0,447.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Azerbaijan Technology,0.2505576258101214,715.0,715.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Azurezero,0.3567866032687381,528.0,528.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,BANDAI NAMCO Entertainment,0.6006242044810084,63.0,63.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Back To Basics Gaming,0.32878177914983686,583.0,583.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bad Kid Games,0.3900144277611746,457.0,457.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,BadLand Publishing,0.2413276741132363,727.0,727.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bandai Namco Entertainment,0.7196097439926157,5.0,5.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Beijing Happy Entertainment Technology,0.4860666341314542,240.0,240.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,BekkerDev Studio,0.2874287606337142,667.0,667.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bennaction,,,,,
S000,0.35,0.3,0.2,0.15,0.0,Best Place Apps,0.5079703786553508,211.0,211.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bethesda Softworks,0.6568678120636848,22.0,22.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Big Ant Studios,0.4444914650231843,324.0,324.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Big Fish Games,0.40587393239265745,414.0,414.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bitlock Studio,0.28617070765007063,668.0,668.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Black Hole,0.3355906608199508,577.0,577.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Black Phoenix Studio,0.2474754676382922,722.0,722.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Blaze Epic,0.24576900397727297,725.0,725.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Blender Games,0.3195914960771484,602.0,602.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Blessing Company,0.29133110659877015,661.0,661.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Blowfish Studios,0.3627101363590607,518.0,518.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bohemia Interactive,0.5947335037930782,65.0,65.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,BokiBoki Games,0.4559838399815019,301.0,301.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Bonus Stage Publishing,0.5350942393069329,149.0,149.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Boogygames Studios,0.33431658547697873,578.0,578.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Boom Games,0.2394323671066372,733.0,733.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Boom Team,0.21609196262177088,755.0,755.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Boomzap Inc,0.44319097115227496,327.0,327.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Breda University of Applied Sciences,0.36358251084464244,516.0,516.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Brewsterland Studios,0.231472036622157,744.0,744.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,BufoProject,0.38616017097867983,469.0,469.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,"CAPCOM Co., Ltd.",0.7402243329800834,4.0,4.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CCS,0.4004498088399559,432.0,432.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,"CFK Co., Ltd.",0.4354841380960163,342.0,342.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CI Games,0.5278405817528119,168.0,168.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CINEMAX GAMES,0.427920119316283,360.0,360.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CITY CONNECTION,0.4465538967580118,320.0,320.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cakewalk,0.32675524487586854,587.0,587.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Capcom,0.5364970304291923,146.0,146.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CasGames,0.16942848668048355,777.0,777.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Casual Arts,,,,,
S000,0.35,0.3,0.2,0.15,0.0,Cateia Games,0.4011641962807212,430.0,430.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CggtGroup,0.34120222555307744,560.0,560.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ChaniMK,0.38559136403724015,470.0,470.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chequered Ink Ltd.,0.29129626079488463,662.0,662.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cherry Kiss Games,0.39444654948005065,448.0,448.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chilla's Art,0.5027692369140478,222.0,222.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Choice Provisions,0.4592007611750524,294.0,294.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Choice of Games,0.3786177251290746,481.0,481.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chorus Worldwide Games,0.48518643822076707,242.0,242.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chris Antoni,0.3049644572004858,634.0,634.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chubby Pixel,0.4296153526942967,353.0,353.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chucklefish,0.5806965701724145,82.0,82.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Chun Y.,0.23722987858272065,737.0,737.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cicada_Dancing,0.23731378742865925,736.0,736.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,City Interactive S.A.,0.29018329291013484,664.0,664.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Clear River Games,0.5194628015968724,182.0,182.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Click on things together,,,,,
S000,0.35,0.3,0.2,0.15,0.0,Clickteam,0.42115719036997185,376.0,376.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Clique Games,0.3964507533990948,441.0,441.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Clouded Leopard Entertainment,0.5237371104985268,176.0,176.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Coatsink,0.5863710287222318,78.0,78.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Coconut Island Games,0.41587701134717436,391.0,391.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CodeRenderX,0.18699066051319846,772.0,772.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Codemasters,0.5309241727725236,159.0,159.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Coffee Stain Publishing,0.7670530385767992,2.0,2.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Coldwild Games,0.5139441527831426,196.0,196.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Colossus Game Studio,0.4061023598466311,413.0,413.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Conglomerate 5,0.41803000996210443,382.0,382.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cornutopia Software,0.3062328799719412,629.0,629.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cosmi Valusoft,0.31566151822216704,611.0,611.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cotton Game,0.4931349060089788,229.0,229.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cow Games,0.2694982218007159,691.0,691.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crazysoft Limited,0.36414844053228695,512.0,512.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CreativeForge Games,0.3945700990397239,446.0,446.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crescent Moon Games,0.3015399418814391,639.0,639.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crew Lab,0.39768977739634237,439.0,439.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crisp App Studio,0.4220484138945845,371.0,371.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Critical Bliss,0.5296109241220277,162.0,162.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,CritoGames,0.204562764379872,764.0,764.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cronostase,0.3021556045547979,637.0,637.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crystal Dynamics,0.6074010565516911,59.0,59.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crystal Game Works,0.3261153496393955,589.0,589.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Crytivo,0.59006311117665,72.0,72.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Curve Games,0.6120270045276706,51.0,51.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cute Hannah's Games,0.24128047015317525,729.0,729.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cute Pen Games,0.29365128243066274,654.0,654.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cyan Worlds Inc,0.5085310051080286,206.0,206.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Cyber Keks,0.4519998444941309,306.0,306.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,"CyberStep, Inc.",0.38376341874817416,474.0,474.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,D3PUBLISHER,0.5490858245154966,124.0,124.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DANGEN Entertainment,0.5311543704298439,158.0,158.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DIG Publishing,0.14926211138549844,783.0,783.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DLsite,0.3906788013155468,456.0,456.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DNA ARMY GAMING,0.36722666497776374,505.0,505.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DSGame,0.497138492707105,225.0,225.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Daedalic Entertainment,0.5830934352955349,81.0,81.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Daisy Games,0.4658589372135939,280.0,280.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dead Drop Studios LLC,0.32754134308434024,585.0,585.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dear Villagers,0.5582028813614036,109.0,109.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Deck13,0.5653218409007686,103.0,103.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Deep Silver,0.610647178161861,55.0,55.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Degica,0.35065575914671265,541.0,541.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Denda Games,0.387253616294231,466.0,466.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Denpasoft,0.40347688949232635,425.0,425.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Destructive Creations,0.5756165614452845,90.0,90.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Devolver Digital,0.6436938340475832,28.0,28.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dharker Studios,0.2776319168316231,683.0,683.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dharker Studios Ltd,0.22958485061436704,746.0,746.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dieselmine,0.4596937187860573,292.0,292.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Digerati,0.41598743767085333,390.0,390.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DigiMight,0.37056884976123144,501.0,501.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DigiPen Institute of Technology,0.32429556703677737,594.0,594.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Digital Tribe,0.36370470707690783,515.0,515.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dikobraz Games,0.26830827900635756,693.0,693.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DillyFrame,0.3204091564659695,601.0,601.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dinosaur workshop,,,,,
S000,0.35,0.3,0.2,0.15,0.0,Dire Wolf,0.6296802956795715,35.0,35.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Disney,0.4499568114063365,313.0,313.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Displacement Studios,0.2282752584889843,749.0,749.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dnovel,0.37637983771472194,485.0,485.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Do Games Limited,0.40697541316231745,411.0,411.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dogenzaka Lab,0.30596604829836993,630.0,630.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Doky,0.2949319883063785,651.0,651.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DominiGames,0.42179169663548,373.0,373.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dotemu,0.5522689473088572,116.0,116.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Double Fine Productions,0.508226707071373,209.0,209.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dr. Cyril Splutterworth,0.29426504825040184,652.0,652.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DreadXP,0.5792909227945922,84.0,84.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,DreamBig Games,0.4754412492620398,260.0,260.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Duality Games,0.4600967677128058,291.0,291.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Dystopian Edge Publishing,0.16850108969709676,778.0,778.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,EJRGames,0.15123340142199304,782.0,782.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,EMIKA_GAMES,0.5381060475448357,140.0,140.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ESAT,0.27904412423876745,677.0,677.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,ESDigital Games,0.46429509572676736,282.0,282.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Eastasiasoft Limited,0.4499995145871722,312.0,312.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Egosoft,0.546042845104884,129.0,129.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Eidos Interactive Corp.,0.5411853678142167,133.0,133.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Electronic Arts,0.7062193048331822,8.0,8.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Enaayah Software Development and Services Private Limited,0.29184645280961696,660.0,660.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Encore Software LLC,,,,,
S000,0.35,0.3,0.2,0.15,0.0,Endless Loop Studios,0.4374627054680287,338.0,338.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Enoops,0.2850393852313428,670.0,670.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,EnsenaSoft,0.32316390991842253,596.0,596.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Entropy Digital Entertainment,0.3640018879521326,513.0,513.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,EntwicklerX,0.3356599950403607,576.0,576.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,EpiXR Games UG,0.39268856646337835,451.0,451.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Erbe Software,0.32499381536834354,593.0,593.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Eroge Japan,0.46030083924874426,290.0,290.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,EroticGamesClub,0.2976493399585848,645.0,645.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Ertal Games,0.37284542313655145,491.0,491.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Eternal Dream,0.4581392852164264,297.0,297.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Euphoric Brothers,0.539336428731023,138.0,138.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Eversim,0.4041849304703451,421.0,421.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Evil Bunneh,0.2019399909290721,766.0,766.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Excalibur Publishing,0.276820714826883,685.0,685.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,FIVE-BN GAMES,0.5274535356510357,169.0,169.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Fancy Fish Games,0.43841754514507963,334.0,334.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Fantastico Studio,0.3153194974677729,613.0,613.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Fast Travel Games,0.5304247236520063,160.0,160.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Fatshark,0.55213227416486,118.0,118.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Fellow Traveller,0.5212806873264723,178.0,178.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Finji,0.5407027606734085,135.0,135.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,FireFly Studios,0.5869642060187341,77.0,77.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Fireshine Games,0.6113969555749743,54.0,54.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,First Games Interactive,0.35569937359261194,531.0,531.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,FlagmanJeremy,0.300173738853804,641.0,641.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Flat Cat Games,0.4830138896333864,246.0,246.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Flyhigh Works,0.45519431430509427,304.0,304.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Flying Interactive,0.3990096685460879,434.0,434.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,FobTi interactive,0.30151902810583564,640.0,640.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Focus Entertainment,0.6280812202374526,38.0,38.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Focus Home Interactive,0.33950291701118324,564.0,564.0,0.0,0.0
S000,0.35,0.3,0.2,0.15,0.0,Forestlight Games,0.2780318081112604,682.0,682.0,0.0,0.0
