rank,publisher_primary,game_count,scale_reach_score,quality_score,engagement_score,momentum_score,overall_score
60,Armor Games Studios,42,0.34831334306348766,0.8895470177778747,0.8329238329238329,0.3411826597672908,0.6065359409554434
61,Funcom,16,0.5318955501800305,0.7386262834296693,0.8685503685503686,0.16586420599998591,0.6063410322019831
62,Akupara Games,32,0.3813883201525116,0.8240095524038953,0.9115479115479116,0.27344265689999087,0.6040147586191286
63,BANDAI NAMCO Entertainment,67,0.5152294204545502,0.7498740399674017,0.9766584766584766,0.0,0.6006242044810084
64,Thermite Games,10,0.4177645563944329,0.7464917756195263,0.7432432432432432,0.5209426568999909,0.5969551746075568
65,Bohemia Interactive,34,0.5228620618526255,0.6358626935573181,0.952088452088452,0.20370189106515602,0.5947335037930782
66,WhisperGames,14,0.2826080792822157,0.8540850158859292,0.9643734643734644,0.30454222719960977,0.5936943594691887
67,Kalypso Media,17,0.4817702585092321,0.65710658318132,0.9336609336609336,0.27429012635927363,0.593627271118705
68,NekoNyan Ltd.,27,0.19900626527180984,0.9258940497947704,0.9496314496314496,0.3595061897777496,0.5912726261765169
69,indie.io,68,0.2753000536097619,0.7322126862866546,0.8624078624078624,0.6816701935469949,0.5907509261630348
70,Introversion Software,12,0.460184650666298,0.7854343614143092,0.8243243243243243,0.19086420599998588,0.5901894319223598
71,Mango Party,55,0.07610118952901446,0.8287145470644591,0.9975429975429976,0.7692637764346955,0.5901479464282966
72,Crytivo,27,0.27406348361541233,0.7554863833819332,1.0,0.4499665126445049,0.59006311117665
73,Lucasfilm,11,0.5128838801024322,0.8842204648504692,0.7235872235872236,0.0,0.5894929422084367
74,Maximum Entertainment,37,0.28029169050448266,0.7411979261968347,0.9275184275184276,0.5558796260792209,0.589347098951188
75,Vertigo Games,19,0.32904612114546056,0.7452319242740241,0.9889434889434888,0.35041634111051717,0.5890868686383938
76,"T-Time Technology CO., LTD.",13,0.14824588628785706,0.7540440854428304,0.9312039312039312,0.8182715880000281,0.5870808102743895
77,FireFly Studios,12,0.5402111681226092,0.6968789492784757,0.8636363636363636,0.10732893110003722,0.5869642060187341
78,Coatsink,15,0.3253335414055782,0.8417967504456116,0.9238329238329238,0.2346578622000745,0.5863710287222318
79,"Kairosoft Co., Ltd",54,0.14619178959171128,0.8387963716108711,0.9545454545454546,0.6173521122675614,0.5863179455895854
80,505 Games,48,0.499331157698262,0.675816523609094,0.8574938574938575,0.2359426568999909,0.58440103231089
81,Daedalic Entertainment,92,0.4474507955796617,0.7469564999751928,0.757985257985258,0.33867770168695976,0.5830934352955349
82,Chucklefish,12,0.542528412502577,0.7289768380252373,0.7174447174447175,0.19086420599998588,0.5806965701724145
83,THQ Nordic,145,0.4603008913904012,0.7083033150095839,0.8402948402948403,0.2510393095793708,0.5793111709853892
84,DreadXP,18,0.2801032307308021,0.8831218708543572,0.7137592137592138,0.49044258687107567,0.5792909227945922
85,No More Robots,14,0.3912450746905949,0.8362305372623147,0.7628992628992629,0.24322929077150302,0.5768691835159806
86,MDickie,11,0.13641460495179727,0.8922317254038219,0.941031941031941,0.4882153841727181,0.5768533251865715
87,Warner Bros. Interactive Entertainment,33,0.5584110561384723,0.7860567383561119,0.7272727272727273,0.0,0.5767154366098444
88,Zachtronics,17,0.37740004322607357,0.9038883996798052,0.8648648648648649,0.0,0.5762295080060402
89,Untold Tales,36,0.29455297219750537,0.775097118083383,0.8587223587223587,0.4573111951043577,0.575963826704267
90,Destructive Creations,10,0.404358572013372,0.7322014917987454,0.914004914004914,0.21086420599998593,0.5756165614452845
91,Twin Sails Interactive,25,0.3488468313745143,0.6976873941744113,0.957002457002457,0.33998679330011183,0.5738011196289116
92,"Nicalis, Inc.",21,0.5325968154465633,0.7871106333631506,0.6412776412776413,0.14800706314284306,0.5729986631421972
93,Stardock Entertainment,21,0.45309656143709187,0.6521714597512418,0.9398034398034398,0.2003721479143602,0.5722517445761968
94,Good Shepherd Entertainment,33,0.427962685786081,0.7822225279351334,0.8108108108108109,0.16920331674552908,0.5719963580796599
95,SNEG,47,0.161016762321685,0.7826220748516405,0.898034398034398,0.6669975023384833,0.570798994225734
96,Idea Factory International,30,0.3254630003748379,0.7901877951327878,0.9054054054054054,0.24819313710002316,0.5692784403171142
97,SNK CORPORATION,30,0.3958500414659685,0.7890121940051067,0.8366093366093366,0.1746578622000745,0.5687717193664995
98,Kagura Games,154,0.21423627083966112,0.7468926574586525,0.9176904176904176,0.573769065963795,0.5686539354641299
99,"KOEI TECMO GAMES CO., LTD.",103,0.35643388373793866,0.7231906103181415,0.9877149877149876,0.19589411321067046,0.568636156928319
100,Rebellion,37,0.5070127361204447,0.7867379991332532,0.773955773955774,0.0,0.5682670121732863
101,Nacon,98,0.3737077004961126,0.5816174727287506,0.9606879606879608,0.4676922483219831,0.5675743663781543
102,Walter Machado,18,0.413106634262064,0.8671101908287375,0.8058968058968059,0.0,0.5658997404197048
103,Deck13,20,0.3204283065169673,0.7522245249464075,0.984029484029484,0.20465786220007454,0.5653218409007686
104,Apogee Entertainment,20,0.2637732160725596,0.8703811510667392,0.8267813267813268,0.2981931371000232,0.5635202068666864
105,072 Project,34,0.0872343070515535,0.7741253054431927,0.8439803439803439,0.874011747876511,0.5626674300785469
106,Team17 Digital Ltd,45,0.4272881730671879,0.7126279818765586,0.902948402948403,0.11753087266665257,0.5615585666261619
107,XSEED Games,60,0.3352647985351328,0.8127229928942403,0.8452088452088452,0.1981931371000232,0.5599303169623411
108,JAST,12,0.0892071279024236,0.8606296039758141,0.8673218673218673,0.6404425868710757,0.5589421374536273
109,Dear Villagers,41,0.3631689037486616,0.7598157988200214,0.6941031941031941,0.4288559105515121,0.5582028813614036
110,Milestone S.r.l.,42,0.32364261198758204,0.7197917622616155,0.9508599508599508,0.24665694261427656,0.55638297443827
111,"PopCap Games, Inc.",54,0.32826221629332836,0.9072774530446337,0.8415233415233415,0.0,0.5553796799207233
112,LucasArts,33,0.48428678313327017,0.8120233620276788,0.7100737100737101,0.0,0.5551221247196902
113,Hyperstrange,11,0.2720123487177667,0.8881458101001185,0.7493857493857494,0.27829422583643815,0.5532693488338695
114,MicroProse Software,30,0.31804524863534533,0.7236298540574151,0.8034398034398035,0.42552206820006044,0.5529210641575651
115,Wired Productions,19,0.34585954449231676,0.7065855793995839,0.8046683046683046,0.3930394248790592,0.5529160890577058
116,Dotemu,12,0.4029384370709561,0.7651320345425723,0.7653562653562653,0.19086420599998588,0.5522689473088572
117,Aspyr,14,0.37065539838327877,0.6450961429252067,0.9164619164619164,0.30454222719960977,0.5522319496840343
118,Fatshark,13,0.5179230945810197,0.6563447236857639,0.8697788697788698,0.0,0.55213227416486
119,Games Incubator,22,0.26067340898079167,0.676114242612943,0.936117936117936,0.47105278963742064,0.5519514715963603
120,"Jackbox Games, Inc.",27,0.3350252874413926,0.7713841749951917,0.9127764127764127,0.13530865044443033,0.551525683224992
121,Playmeow,53,0.10515956951797255,0.7412517691024089,0.918918918918919,0.7197259993644991,0.5509240637504718
122,L. Stotch,17,0.44658721440893284,0.838159931129973,0.7125307125307125,0.0,0.5502596468882608
123,Matthew Brown,10,0.29977756593879135,0.8736965461437947,0.8230958230958231,0.11732893110003724,0.5492496162058855
124,D3PUBLISHER,25,0.32430521700228887,0.6765557853879985,0.961916461916462,0.26819313710002324,0.5490858245154966
125,"USERJOY Technology Co., Ltd.",16,0.3561297483417638,0.750910283320759,0.9213759213759214,0.09482893110003723,0.5484180208560349
126,SOFTSTAR ENTERTAINMENT,27,0.28130484639141595,0.7490263218303475,0.9533169533169532,0.22200254465992725,0.5471283651484795
127,HeroCraft PC,13,0.32973185922380216,0.7527739278944405,0.699017199017199,0.43786573382306776,0.5467216289735628
128,GirlGames,11,0.3563446464202401,0.9285541985329373,0.5638820638820639,0.199955115090895,0.5460565658470122
129,Egosoft,10,0.49878685681036605,0.6739332531126221,0.8464373464373465,0.0,0.546042845104884
130,Waku Waku Games,14,0.0909925087397921,0.8298387231904547,0.855036855036855,0.6268969454815765,0.5458409078456712
131,"NIS America, Inc.",63,0.24381225675659665,0.766271040987464,0.9103194103194104,0.3102839729619652,0.543822080169225
132,PQube,68,0.26102510369172344,0.7094483783912768,0.8857493857493858,0.40235267314792467,0.5416960779315522
133,Eidos Interactive Corp.,11,0.5790656246047585,0.7262452618791015,0.6031941031941032,0.0,0.5411853678142167
134,方块游戏(CubeGame),31,0.24470391262259747,0.6554729432922196,0.9041769041769042,0.5196383050453104,0.5410693789977524
135,Finji,12,0.44152425685241714,0.8326854480380872,0.6818181818181818,0.0,0.5407027606734085
136,Quiet River,26,0.48402026229906514,0.9007340291712871,0.4447174447174447,0.08040585417696028,0.5406316676260918
137,Prime Matter,18,0.447002325953342,0.6004888938831817,0.7457002457002457,0.36094265689999083,0.539878929923672
138,Euphoric Brothers,10,0.3317518551714064,0.5912341007731625,0.8931203931203932,0.4481931371000232,0.539336428731023
139,"Top Hat Studios, Inc.",13,0.1715914603112716,0.8313444764973974,0.8206388206388207,0.43786573382306776,0.5392679782593885
140,EMIKA_GAMES,10,0.2167971160554378,0.8745909064810521,0.7782555282555282,0.2946578622000745,0.5381060475448357
141,OTAKU Plan,58,0.1702725214283984,0.7800431479239642,0.7764127764127764,0.594363606520435,0.5380454231377492
142,GrabTheGames,85,0.328506626121589,0.7628814446286518,0.769041769041769,0.2689137522042656,0.5379871691701453
143,Snapbreak,10,0.22741712776152584,0.7337197317913575,0.8525798525798526,0.4481931371000232,0.5374568553349153
144,Sekai Project,186,0.2265030922562984,0.855663641856149,0.7542997542997543,0.3370445476871945,0.5373918078595792
145,Frozenbyte,15,0.50140385108041,0.717263922360472,0.730958230958231,0.0,0.5368621707779313
146,Capcom,30,0.5215935459727271,0.7326231839546786,0.6707616707616708,0.0,0.5364970304291923
147,Hanabi Games,10,0.07158847708166079,0.8578530597256648,0.7211302211302212,0.7304425868710758,0.5362043171529863
148,Tate Multimedia,10,0.36749033775077633,0.6834611221351072,0.7285012285012284,0.3731136557710384,0.5353272489192054
149,Bonus Stage Publishing,15,0.15462050602159338,0.8055130580398572,0.7837837837837838,0.5504425868710756,0.5350942393069329
150,Shiravune,70,0.10508566308826975,0.8445041186808536,0.7530712530712531,0.6287207453554235,0.5350535801027146
151,Graffiti Games,19,0.34711338402128317,0.7478502715290364,0.7874692874692875,0.20939470430533763,0.5347478290058182
152,Neon Doctrine,19,0.4459365213011534,0.7581923862304161,0.597051597051597,0.20939470430533763,0.5343550233806486
153,Telltale,17,0.41286176546854375,0.8096697511237922,0.6609336609336609,0.09262304874709607,0.5334827327499245
154,NVLMaker,15,0.3064435205722201,0.9460098456170001,0.5823095823095823,0.17086420599998592,0.5331497332472914
155,PUNKCAKE Delicieux,14,0.17979722458665254,0.8656019098837485,0.5061425061425061,0.7264279679268663,0.5328022979879841
156,Slitherine Ltd.,121,0.2390147584801231,0.7228978543930975,0.9471744471744472,0.2827343979173835,0.5323695709084693
157,"Mediascape Co., Ltd.",28,0.18475506468314426,0.905312826703257,0.7862407862407862,0.25533599424288034,0.5318066770346668
158,DANGEN Entertainment,24,0.2606030998595612,0.8577012981583136,0.7383292383292384,0.23311365577103832,0.5311543704298439
159,Codemasters,22,0.505468147680744,0.685357908937716,0.742014742014742,0.0,0.5309241727725236
160,Fast Travel Games,12,0.21831253904380865,0.7001246634815469,0.7395577395577395,0.6404425868710757,0.5304247236520063
161,"INTI CREATES CO., LTD.",20,0.3043201800089928,0.8567349295944591,0.6425061425061425,0.2531136557710384,0.5300008187483695
162,Critical Bliss,29,0.0687086352084795,0.8563861907732369,0.9828009828009828,0.3472456533792822,0.5296109241220277
163,inXile Entertainment,11,0.4280661865592833,0.7334942936550901,0.7972972972972973,0.0,0.5293309128517356
164,JAST USA,23,0.21231494861876676,0.9229655764141423,0.8255528255528255,0.08341588762177636,0.5288228531946426
165,aNCHOR Inc.,11,0.15435588824870722,0.8809768731936677,0.9017199017199016,0.199955115090895,0.5286548704527625
166,NaipSoft,13,0.14924393652741208,0.8383277753543739,0.5098280098280098,0.8182715880000281,0.5284400505565126
167,Iceberg Interactive,66,0.29101574831713634,0.6425835565846281,0.9262899262899262,0.3212331627320611,0.5280735385541805
168,CI Games,14,0.5355880525477223,0.5955793519482846,0.7334152334152334,0.10018607395718007,0.5278405817528119
169,FIVE-BN GAMES,48,0.24811545128451823,0.8719633657210115,0.7371007371007371,0.2106931371000232,0.5274535356510357
170,Assemble Entertainment,59,0.3136639646760127,0.7212027734001594,0.7199017199017199,0.381858097281505,0.527402278229222
171,Voltage Inc.,14,0.04627150299892713,0.8576731317115933,0.6492628992628993,0.8239778617710243,0.5269462246813359
172,Serenity Forge,17,0.38700756345577597,0.7569621160165724,0.6154791154791155,0.27429012635927363,0.5267806240642074
173,Pixeljam,17,0.2311709536332998,0.8745596971338407,0.7506142506142506,0.220540215141251,0.526481625305845
174,Kink Master Studios,12,0.14682210255416606,0.8274362065501306,0.6093366093366094,0.698325516910148,0.5262347472628414
175,Schell Games,11,0.29989061676996187,0.8768385351653366,0.628992628992629,0.199955115090895,0.5238050694812477
176,Clouded Leopard Entertainment,16,0.14745453446505352,0.7992474860854952,0.9914004914004914,0.2271578622000745,0.5237371104985268
177,QubicGames,25,0.09429521855495723,0.7982819193671066,0.5995085995085995,0.8694711847411892,0.5228102999172652
178,Fellow Traveller,23,0.4001394638907532,0.8000301763830087,0.5614250614250614,0.1929187317652919,0.5212806873264723
179,Versus Evil,25,0.3820351173000871,0.6899216100068533,0.7002457002457002,0.26819313710002324,0.52096688467123
180,Momentum Games,12,0.0647696298369002,0.7941883116423591,0.9066339066339066,0.5219867933001119,0.5205506642574209
181,Aerosoft GmbH,44,0.3410979214839152,0.5404906361302948,0.9434889434889436,0.33468915327378435,0.5204326250473151
182,Clear River Games,18,0.06457757350822628,0.8159281791858124,0.6277641277641277,0.84352914373616,0.5194628015968724
183,MangaGamer,82,0.14726852544679403,0.8971293059426926,0.8132678132678133,0.24026499736582554,0.5193760879476221
184,Grey Alien Games,38,0.0747477005878611,0.8489395717197992,0.8882063882063882,0.4016159378516783,0.5187272350407205
185,Hook Games,17,0.3362897471278726,0.8472202131527891,0.7321867321867321,0.0,0.5183048218779385
186,INDIECN,24,0.2520943384563788,0.716733689374373,0.8378378378378378,0.3109426568999909,0.5174620913746106
187,"Rogue Games, Inc.",17,0.18503352372567966,0.7699326628787135,0.828009828009828,0.3727073627823438,0.5172496021869191
188,Merge Games,29,0.2996143486577042,0.7161260974027984,0.7481572481572482,0.31681437950700836,0.5168564578085368
189,Toplitz Productions,19,0.37014166168939977,0.5544718901889819,0.9090909090909092,0.25942944524472256,0.5166237472528747
190,Nightdive Studios,41,0.29266272639956675,0.7708854039818835,0.7678132678132679,0.19165024113689202,0.5160077651676008
191,Arc System Works,38,0.3441345059749221,0.6833675898662617,0.7800982800982801,0.2271405055210758,0.5155480858989187
192,Gotcha Gotcha Games,43,0.2367022818789199,0.7726496609119848,0.8611793611793612,0.1889276092594104,0.5152157105560012
193,PLAYISM,106,0.2904923786007767,0.7967119457280958,0.6904176904176904,0.2413859830974907,0.5149773517768623
194,Valkyrie Initiative,14,0.31643368085901014,0.6546322833602929,0.7665847665847666,0.36247885138573743,0.5148302543335553
195,G-MODE,47,0.0596573969994226,0.8077135784168377,0.7113022113022113,0.7280988658625187,0.5146694346146693
196,Coldwild Games,11,0.24572050550995894,0.8278666804711783,0.6891891891891891,0.27829422583643815,0.5139441527831426
197,Saikey Studios,14,0.08425784309476889,0.6447983191221792,0.8734643734643734,0.7754144451428853,0.5139347822841304
198,Movie Games S.A.,31,0.33678622129633384,0.6488727143214008,0.8488943488943489,0.21053301060974802,0.5138958131204691
199,Frontwing USA,37,0.1187841642564459,0.9024171761688901,0.7923832923832924,0.2855003068136253,0.5136013148391254
200,WayForward,18,0.3012163259244188,0.8267331512520248,0.6388206388206388,0.2146578622000745,0.513408466543293
201,Home Net Games,12,0.4168117427266582,0.7496462617792581,0.5675675675675675,0.19086420599998588,0.5129211329016192
202,Nukearts Studio,10,0.08929874133967827,0.9374885835928974,0.6105651105651105,0.5209426568999909,0.5127555551947773
203,Revolution Software Ltd,10,0.38409304323767435,0.7158136550866631,0.7248157248157249,0.11732893110003724,0.5117391462873355
204,Toge Productions,25,0.2671539595781437,0.8931896066754246,0.6326781326781327,0.13886420599998595,0.5088260252906021
205,Frogwares,20,0.43930177782326785,0.6623293808375477,0.714987714987715,0.08732893110003724,0.5085513191519565
206,Cyan Worlds Inc,13,0.3395747121492122,0.7396974360493745,0.7014742014742015,0.18317189830767822,0.5085310051080286
207,astragon Entertainment,29,0.4290366035727282,0.5785492491152979,0.7616707616707616,0.2158722764606935,0.5084425797883007
208,Phoenixx Inc.,20,0.10062963591427035,0.8472887961415975,0.8083538083538083,0.38198679330011176,0.5083757920782522
209,Double Fine Productions,14,0.5265718084111185,0.8029329702693281,0.4152334152334152,0.0,0.508226707071373
210,101XP,12,0.30292968841131646,0.7016145913123808,0.7592137592137592,0.26465786220007453,0.508051199510438
211,Best Place Apps,10,0.08858335113831736,0.858531746031746,0.6007371007371007,0.6617284119999719,0.5079703786553508
212,Outright Games Ltd.,49,0.16423103376033177,0.6748831539630362,0.8796068796068796,0.48042457919560266,0.5079308708057433
213,KOMODO,105,0.22337233795098999,0.7606917234718151,0.8157248157248157,0.2554683740530051,0.5078530545773049
214,Headup,54,0.32477391560602503,0.7032861463034623,0.7813267813267813,0.17755810021548277,0.5075557856508262
215,Jetdogs Studios,44,0.27460915509623995,0.7769176639279184,0.726044226044226,0.21637495528184136,0.5068535919631809
216,Telltale Games,14,0.41111492003586914,0.8216157507608208,0.5798525798525799,0.0,0.5063454632113165
217,QUByte Interactive,19,0.12911655038727707,0.7992520754998804,0.6597051597051597,0.5910896220622046,0.5055708905358738
218,Winged Cloud,52,0.2686565363716219,0.8104654248188057,0.6203931203931204,0.2942887407172295,0.5053913503619178
219,Atari,100,0.3021968879063371,0.6744045096336555,0.6953316953316954,0.38165444801018533,0.5044047699251815
220,Kasedo Games,15,0.3857946417945184,0.678491375879563,0.6977886977886978,0.17086420599998592,0.5037629078496878
221,qureate,18,0.0939452083508447,0.8229486714926932,0.8808353808353808,0.31485980376668987,0.5031614711026833
222,Chilla's Art,27,0.22405409073860671,0.7006144553198894,0.8501228501228502,0.2942759902333242,0.5027692369140478
223,Vaka Game Magazine,17,0.16191841815281316,0.8601483678180829,0.6842751842751843,0.3246637253353173,0.5002705523542439
224,indienova,21,0.20534520817935764,0.8572429380851048,0.6314496314496314,0.29105027995716604,0.49899117257180775
225,DSGame,23,0.35282571728455947,0.7097879492742749,0.5945945945945946,0.2786279197087188,0.497138492707105
226,Adamvision Studios,10,0.33371458113580377,0.9657372975637375,0.3642506142506142,0.11732893110003724,0.496970755181781
227,Spiderweb Software,20,0.2561887752261759,0.8917955180700774,0.6167076167076168,0.08732893110003724,0.49364558975671374
228,致意,11,0.2326498097277866,0.9132481504957786,0.5405405405405406,0.199955115090895,0.4935032539252012
229,Cotton Game,11,0.24037965738572067,0.794217543519606,0.644963144963145,0.27829422583643815,0.4931349060089788
230,PID Games,31,0.19279646988553065,0.7520665862775666,0.6216216216216216,0.4949456037065082,0.49166490522350625
231,Nival,10,0.41360084692233423,0.651299649541097,0.7518427518427518,0.0,0.49051874165369636
232,Whitethorn Games,18,0.27267055534919166,0.7672296197254269,0.6228501228501229,0.2664469891043717,0.49014065322552547
233,HandyGames,62,0.31844433365668545,0.6845839960114626,0.7186732186732187,0.19658023387421672,0.4900523943990549
234,10tons Ltd,18,0.3346270954390617,0.812843618535986,0.5773955773955773,0.09066226443337054,0.4900510241085885
235,Lovely Games,33,0.19780525820018274,0.6735890211832036,0.6302211302211302,0.6154432265363405,0.48966925674970213
236,HeR Interactive,34,0.18820816754303388,0.820382053156938,0.8304668304668305,0.07497598992356662,0.48932723916904436
237,Ravenscourt,21,0.3111581320460068,0.6701639667501542,0.6781326781326781,0.29105027995716604,0.48923861386125916
238,LGT SIA,38,0.03151593862936636,0.8397751322751323,0.5896805896805897,0.7206081209128539,0.4889904542758639
239,Shady Corner Games,21,0.03376627746431228,0.7276284858213193,0.7911547911547911,0.6578871529715776,0.48702077403559996
240,Beijing Happy Entertainment Technology,10,0.12093725331392888,0.7456135736034093,0.7641277641277642,0.4481931371000232,0.4860666341314542
241,Studio Goya,10,0.1314928875555816,0.8788622357780072,0.8783783783783784,0.0,0.4853568570535314
242,Chorus Worldwide Games,16,0.1798833313376647,0.7893914873305276,0.6375921375921376,0.38594265689999085,0.48518643822076707
243,SakuraGame,27,0.34666932277309975,0.7980888086777516,0.5601965601965602,0.07955115332225944,0.48473289061156133
244,Alawar Casual,126,0.14519540815183563,0.773659546339837,0.7727272727272727,0.31052035179047943,0.48403976406912
245,Microids,114,0.30244226816882686,0.5945282245323091,0.7039312039312039,0.3925431010157609,0.48388096715738704
246,Flat Cat Games,11,0.188099846313526,0.8129557635525735,0.7825552825552825,0.11187438564549178,0.4830138896333864
247,Fulqrum Publishing,117,0.3573741775852364,0.6276407217054094,0.6695331695331695,0.2365964330249218,0.48276927752682774
248,I commissioned some series,57,0.06503055207813176,0.8718515010903761,0.371007371007371,0.8271484716947185,0.48258988851014084
249,"H2 Interactive Co., Ltd.",10,0.372802718993892,0.7339039782172515,0.6584766584766585,0.0,0.48234747680836937
250,Midnight Games,14,0.17935948734772864,0.5096219074203605,0.8218673218673219,0.6769506396286319,0.48157845311557235
251,TinyHat Studios,19,0.03900225636524522,0.7856136901227118,0.9631449631449632,0.25942944524472256,0.4808783061803504
252,RockGame S.A.,11,0.24437369068227605,0.7051337589227982,0.7088452088452089,0.27829422583643815,0.48058409506014355
253,Sigyaad Team,15,0.16692333207861926,0.8756113507254568,0.6142506142506142,0.2346578622000745,0.4791553736252879
254,SOEDESCO,22,0.3063331201434758,0.5944357786712715,0.816953316953317,0.1964760440182563,0.4784093956449998
255,Ripstone,14,0.28555667521260936,0.650940094655441,0.9152334152334152,0.0,0.4782735477677286
256,Games Operators,30,0.3055013094040744,0.6266866534532776,0.785012285012285,0.1746578622000745,0.4781325906598775
257,Application Systems Heidelberg,18,0.2408302521366418,0.8752195602958383,0.6560196560196561,0.0,0.4780603875405074
258,Phoenix Games,14,0.3140173413144125,0.6683841299352655,0.8353808353808354,0.0,0.4774974755167911
259,Humongous Entertainment,35,0.13372290174306706,0.8319951639467202,0.8992628992628993,0.0,0.4762541446466694
260,DreamBig Games,14,0.08335446739618652,0.6576969405817901,0.8513513513513513,0.5245855548571147,0.4754412492620398
261,Volens Nolens Games,59,0.2935394571206975,0.5913166800789574,0.9742014742014742,0.0,0.4749741088562262
262,Wadjet Eye Games,18,0.2858891631872333,0.9334808588453842,0.4729729729729729,0.0,0.47470005936374143
263,Sigma Team Inc.,18,0.3312823456402081,0.701821014335582,0.7407862407862408,0.0,0.4746523734319955
264,HFM Games,15,0.3292564514970554,0.6450938998456814,0.6523341523341524,0.2346578622000745,0.4744334377745155
265,okyakusama,13,0.09424877798505077,0.5362409148566682,0.9484029484029484,0.605827202255691,0.4744140167707116
266,Retroware,10,0.21697273545716902,0.850363865507434,0.5528255528255528,0.21086420599998593,0.47324435852734775
267,Anshar Publishing,10,0.2593659638650697,0.6700806899057565,0.7469287469287469,0.21086420599998593,0.4728176746102486
268,3dm_live_wallpapers,14,0.2126794214402566,0.6318544441691636,0.9668304668304668,0.10018607395718007,0.47238813521450923
269,Modern Wolf,10,0.3205031176011429,0.6374849512508127,0.7555282555282555,0.11732893110003724,0.47212656730630054
270,Soldak Entertainment,12,0.12375047215385457,0.8205903015594675,0.8316953316953317,0.10732893110003722,0.4719281617257613
271,PsychoFlux Entertainment,81,0.1458301533001444,0.8503757179251574,0.5712530712530712,0.3404268355112601,0.471467908609901
272,Artifex Mundi,77,0.29777586325723715,0.7990386443323259,0.6351351351351351,0.0,0.4709601724667578
273,Pixel Puzzles,16,0.3858951186139514,0.7287163767523166,0.5135135135135135,0.09482893110003723,0.47060524690828626
274,KIMIDORI SOFT,15,0.1242892000496213,0.7513485470241748,0.7051597051597052,0.40094265689999087,0.4700791236915595
275,GameHouse,47,0.16364999191920146,0.787885604833148,0.6363636363636364,0.32598509137823306,0.46981366960112714
276,Fruitbat Factory,39,0.26135589673730875,0.7758317297289077,0.6633906633906634,0.0727135464846526,0.46780924742756086
277,Avalon Digital,27,0.08974526618426625,0.7698676060469087,0.7076167076167076,0.4205477391323702,0.4669766273717628
278,JanduSoft,36,0.194391672704589,0.7204733301062968,0.5221130221130221,0.5223906764333425,0.466960290366101
279,Octo Games,18,0.13974676997087074,0.581968508693345,0.6965601965601965,0.690644528437691,0.4664106406755012
280,Daisy Games,10,0.13125608873466385,0.8782028576646845,0.5024570024570024,0.3731136557710384,0.4658589372135939
281,Ludosity,11,0.3076705961086651,0.8827573399187845,0.3783783783783784,0.11187438564549178,0.4649687441361675
282,ESDigital Games,75,0.27306716114386065,0.6918959527919325,0.6646191646191646,0.18819313710002317,0.46429509572676736
283,727 Not Hound,11,0.04023387598789598,0.8394678564236535,0.5743243243243243,0.5538049751182936,0.46385782465546854
284,SimBin,10,0.2951595375795067,0.7618177025838437,0.6511056511056511,0.0,0.46207227914911064
285,Wolfs Moon Studios,12,0.12375047215385457,0.8542360696146131,0.4656019656019656,0.46094265689999087,0.4618452777936247
286,冷笑黑妖,18,0.2636873335524157,0.8593660696898633,0.4385749385749385,0.1575308726666526,0.46144500626529006
287,Kalypso Media Digital,57,0.4167603301689229,0.6161910904032343,0.6535626535626535,0.0,0.461435973392624
288,Henteko Doujin,41,0.2051065776853963,0.828954244243788,0.4459459459459459,0.3446669803247821,0.46136281170093163
289,Wales Interactive,26,0.33455667718097115,0.6412712351342934,0.5884520884520884,0.22542134807873065,0.4609798274558552
290,Eroge Japan,20,0.13180895205971266,0.7547232362783655,0.683046683046683,0.34094265689999087,0.46030083924874426
291,Duality Games,12,0.27728990348486215,0.7035790865195417,0.6793611793611793,0.10732893110003722,0.4600967677128058
292,Dieselmine,28,0.060916879854573246,0.6723570413619819,0.7702702702702703,0.5507442958287204,0.4596937187860573
293,WindField Games,10,0.08432356299086866,0.8251659758083252,0.5208845208845209,0.5209426568999909,0.4593813425012044
294,Choice Provisions,11,0.288611631073852,0.6713736541808103,0.6339066339066339,0.199955115090895,0.4592007611750524
295,Aksys Games,17,0.1107724565661591,0.677961310826594,0.8759213759213759,0.27429012635927363,0.45848654718430015
296,Hangover Cat Purrroduction,10,0.08326871343245724,0.8323567348841483,0.6769041769041769,0.2946578622000745,0.45843058487745114
297,Eternal Dream,10,0.2719582692216633,0.9185856051498962,0.3488943488943489,0.11732893110003724,0.4581392852164264
298,Interplay,17,0.25864596031934817,0.764483514943429,0.6867321867321867,0.0,0.45721757794123785
299,3D Realms,23,0.2359741491575193,0.6818554821198015,0.5786240786240786,0.35459548895228565,0.4560617359087308
300,"TALESSHOP Co., Ltd.",14,0.24915315877487498,0.8695527666907721,0.3574938574938575,0.24322929077150302,0.4560526006929348
301,BokiBoki Games,19,0.06400743830376834,0.7227634501133399,0.5565110565110565,0.7029999349264648,0.4559838399815019
302,Live Motion Games,12,0.33665233029808717,0.6403222569743516,0.7297297297297297,0.0,0.45587093864258194
303,Hentai works,32,0.12749799140314957,0.8063519678476152,0.3593366093366093,0.6494044480101853,0.45580787641423653
304,Flyhigh Works,32,0.1555872464887117,0.761441238586218,0.5921375921375921,0.3591925868710757,0.45519431430509427
305,Sounding Stone / 老奉毊,10,0.14125687304181134,0.8496578022132872,0.5847665847665847,0.21086420599998593,0.45292019408193496
306,Cyber Keks,75,0.10268180711951086,0.6117668628668265,0.8022113022113022,0.4805926179999578,0.4519998444941309
