rank,publisher_primary,game_count,scale_reach_score,quality_score,engagement_score,momentum_score,overall_score
40,Tripwire Interactive,15,0.5724103232960757,0.8336065056838458,0.8746928746928747,0.0,0.6253641397973552
41,Gamera Games,52,0.3574536953998644,0.7657751925276359,0.977886977886978,0.48257609366920756,0.6228051607760201
42,Secret Mode,14,0.3960403338428039,0.8187809638363904,0.871007371007371,0.41808551404284794,0.6211627073038
43,Goblinz Publishing,27,0.4048846577564952,0.7068471693605192,0.9557739557739556,0.5071604768889169,0.6209926437110578
44,NEOWIZ,14,0.4901190866889042,0.7823948876744692,0.8832923832923832,0.24322929077150302,0.6194030169176593
45,Ravenage Games,16,0.2988454228205271,0.7388062059454996,0.9004914004914005,0.7489778617710243,0.6186827191347681
46,Paradox Interactive,87,0.5421077266945914,0.708038109228816,0.9287469287469288,0.20232196724481846,0.6182468179478603
47,OKJOY,10,0.2417734010897714,0.8466942700846141,0.8968058968058968,0.6617284119999719,0.6172494125679794
48,Thunderful Publishing,21,0.3392936747650709,0.8237520794726891,0.9422604422604424,0.4102998405714004,0.6158754745473801
49,Alawar,15,0.4681302075774538,0.7882790987227956,0.8562653562653563,0.2931136557710383,0.6155494218876745
50,Playtonic Friends,10,0.31860784233575046,0.8923402713793778,0.8918918918918919,0.3731136557710384,0.6135602529753601
51,Curve Games,37,0.5441069354689418,0.7452069358333718,0.8181818181818182,0.22927421818110427,0.6120270045276706
52,HIKARI FIELD,44,0.2165294438964537,0.9680443744042457,0.9324324324324323,0.39554431527275535,0.6120167514624323
53,Kitfox Games,12,0.47858802260834443,0.8199061526277152,0.8476658476658476,0.19086420599998588,0.6116404541344026
54,Fireshine Games,16,0.376657529983179,0.7188712221155806,0.9582309582309584,0.48172841199997185,0.6113969555749743
55,Deep Silver,47,0.5708517923515515,0.6536787376147242,0.8292383292383292,0.32598509137823306,0.610647178161861
56,tinyBuild,101,0.4435633831753953,0.7639533568215433,0.8538083538083538,0.36064280509982577,0.6092912826844961
57,2P Games,21,0.27764781423998813,0.8152422423807946,0.8427518427518428,0.6578871529715776,0.6089828491943394
58,Gearbox Publishing,14,0.5741946852013081,0.7451546902529393,0.7346437346437347,0.24322929077150302,0.6079276874408119
59,Crystal Dynamics,19,0.5736998370630236,0.7992521558305532,0.8341523341523341,0.0,0.6074010565516911
