publisher,owners_mid,owners_mid_scaled,language_count,language_count_scaled,review_score,concurrent_users,engagement_ratio,total_games_count,recent_games_count,recent_games_ratio
Shenzhen Weilaishijie Network Technology Co.,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shenzhen Yiling Industrial Design Center,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
shenzhen YuHui Technologyco.LTD,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shenzhen zhengyilong technology co. LTD.,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
Shepherd Games Private Limited,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Sherbb,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Sheriff Games,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Sherman3D,75000,11.2252567258,1,0.6931471806,0.5555555556,0,0,1,0,0
Shevchenko Technology,35000,10.4631319115,1,0.6931471806,0.6666666667,1,0.0000285714,1,0,0
Shezo Games,20000,9.9035375513,8,2.1972245773,0.8888888889,0,0,2,0,0
SHI LIN,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shiba Dog Studios,10000,9.210440367,1,0.6931471806,0.7777777778,11,0.0011,1,1,1
Shiba Neko,30000,10.3089859934,2,1.0986122887,0.6403508772,0,0,3,1,0.3333333333
ShibaGames LTD,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,1,1
SHIBANOIO,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
SHIBAPOWER,20000,9.9035375513,4,1.6094379124,0.8888888889,0,0,2,0,0
SHIBO GAMES,55000,10.9151066459,18,2.9444389792,0.6750524109,0,0,3,0,0
Shichifu,20000,9.9035375513,1,0.6931471806,0.6774193548,1,0.00005,2,0,0
shidenvip,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Shido Game Studio,30000,10.3089859934,2,1.0986122887,0.7777777778,0,0,3,0,0
ShidyGames,20000,9.9035375513,2,1.0986122887,0.7777777778,2,0.0001,2,2,1
Shield Break Studios,150000,11.9183972397,1,0.6931471806,0.5555555556,0,0,1,0,0
Shieldering GameStudio,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Shieldom Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Shift Shaft Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
shiftBacktick,30000,10.3089859934,1,0.6931471806,0,0,0,3,1,0.3333333333
Shifting Dragon Creative Projects,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
SHIFTRICK,20000,9.9035375513,5,1.7917594692,0.6476190476,1,0.00005,2,0,0
Shifty Chair Games,350000,12.7656912906,1,0.6931471806,0.4444444444,0,0,1,0,0
SHIGATAKE GAMES,35000,10.4631319115,10,2.3978952728,1,0,0,1,1,1
ShiinaYashiro,160000,11.9829353442,1,0.6931471806,0.878974359,0,0,3,0,0
shiliangmu00abc,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shiloh Terra Schwartz,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
ShilohGames,150000,11.9183972397,1,0.6931471806,0.5555555556,0,0,2,0,0
Shimagara Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shimmer Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shin Graphic,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Shin Tategami,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shin Tomura,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Shin'en Multimedia,10000,9.210440367,5,1.7917594692,0.8888888889,0,0,1,0,0
Shinamon,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Shine World,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
ShineProject,95000,11.4616426968,7,2.0794415417,0.8080378251,1,0.0000105263,7,0,0
ShinerJoy Technology Co.,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
shingo,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shining Lizards,20000,9.9035375513,2,1.0986122887,0,0,0,2,0,0
Shining Rock Software LLC,3500000,15.0682738122,1,0.6931471806,0.8888888889,637,0.000182,1,0,0
Shining Spark Entertainment Ltd,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Shining Team,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
Shinjo Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
ShinningCloud Studio,35000,10.4631319115,2,1.0986122887,0.8888888889,0,0,1,0,0
Shinobi Games,10000,9.210440367,3,1.3862943611,0.7777777778,1,0.0001,1,0,0
Shinobi Man,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
SHINTSKU Games,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Shinu Real Arts,20000,9.9035375513,1,0.6931471806,0.8888888889,1,0.00005,2,0,0
Shiny Bolt,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Shiny Byte Studio,20000,9.9035375513,4,1.6094379124,0.8400830737,1,0.00005,2,1,0.5
Shiny Dolphin Games LLC,55000,10.9151066459,11,2.4849066498,0.7301587302,0,0,3,0,0
Shiny Moss,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
Shiny Moss Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shiny Shoe,350000,12.7656912906,5,1.7917594692,0.8888888889,162,0.0004628571,1,1,1
Shiny Snail LLC,20000,9.9035375513,1,0.6931471806,0.7074074074,0,0,2,0,0
Shiny Vacation,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Shinyo,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
Shinypix,10000,9.210440367,7,2.0794415417,0.5555555556,0,0,1,0,0
Shinyuden,50000,10.8197982842,7,2.0794415417,0.4985754986,0,0,5,3,0.6
shinywhitebox ltd,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
shiouhuamien,10000,9.210440367,4,1.6094379124,0,0,0,1,1,1
Shipside Company,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
Shirakumo Games,20000,9.9035375513,3,1.3862943611,0.8767507003,0,0,2,1,0.5
Shiravune,1095000,13.9062658345,4,1.6094379124,0.9178528433,152,0.0001388128,70,36,0.5142857143
Shiro Games,5650000,15.5471662801,11,2.4849066498,0.8804839695,5113,0.0009049558,5,1,0.2
Shiro Unlimited,360000,12.7938620882,8,2.1972245773,0.8888888889,6,0.0000166667,2,1,0.5
Shirom Makkad,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shiromofu Factory,10000,9.210440367,2,1.0986122887,0.8888888889,76,0.0076,1,1,1
Shironobe,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
ShiroNoPanda,30000,10.3089859934,2,1.0986122887,0,0,0,3,3,1
Shishi Studios,20000,9.9035375513,7,2.0794415417,0.7777777778,0,0,2,1,0.5
SHIT MAKER,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,1,1
Shit-Happens-Software,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shitman497,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shitty Idle Studios,10000,9.210440367,29,3.4011973817,0.7777777778,1,0.0001,1,0,0
Shiv,130000,11.7752974217,12,2.5649493575,0.8888888889,1,0.0000076923,4,1,0.25
Shiver Eye Development,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shiver Games,1250000,14.0386549093,11,2.4849066498,0.8106137156,20,0.000016,4,0,0
SHIXIXI,20000,9.9035375513,2,1.0986122887,0,0,0,2,1,0.5
shiyi,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shizoidgame,10000,9.210440367,7,2.0794415417,0,0,0,1,0,0
SHK Interactive,20000,9.9035375513,8,2.1972245773,0.6970649895,0,0,2,1,0.5
Shkilla 89,35000,10.4631319115,15,2.7725887222,0.5555555556,0,0,1,1,1
Shloppy Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shmann Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
ShmoeSoft,30000,10.3089859934,2,1.0986122887,0.7723132969,0,0,3,1,0.3333333333
Shmoops Games,40000,10.5966597328,18,2.9444389792,0.6955624355,16,0.0004,4,3,0.75
Shmurdik Games,50000,10.8197982842,2,1.0986122887,0,0,0,5,0,0
SHN Games,35000,10.4631319115,9,2.302585093,1,11,0.0003142857,1,0,0
Shock &amp; Rockets Games,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
shock wave,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Shockfront Studios,75000,11.2252567258,1,0.6931471806,0.8888888889,104,0.0013866667,1,1,1
Shockk,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Shocktopus Games,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,1,1
Shoe Stealin Studios LLC,35000,10.4631319115,1,0.6931471806,0,1,0.0000285714,1,1,1
Shoe&CO,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SHOGUN GAMES,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Shogunate Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
ShogunWolfGames,10000,9.210440367,3,1.3862943611,0,0,0,1,0,0
Shoho Games,315000,12.6603310924,7,2.0794415417,0.50691464,0,0,11,0,0
SHOKIZM INTERACTIVE,45000,10.7144399907,1,0.6931471806,0.5617283951,0,0,2,0,0
Shokoo Games,10000,9.210440367,10,2.3978952728,0,0,0,1,0,0
ShooStudios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shoot Girl,700000,13.4588370426,5,1.7917594692,0.8888888889,8,0.0000114286,2,0,0
Shoot The Barrel,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shooter,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shooter101121,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shooty,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
ShopaLover,1500000,14.2209763327,1,0.6931471806,0,0,0,1,1,1
Shopify,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Shorebound Studios,500000,13.1223653774,1,0.6931471806,0.7622477305,1,0.000002,7,0,0
Shorkie Software LLC,20000,9.9035375513,1,0.6931471806,0,0,0,2,2,1
Short Circuit Studios,30000,10.3089859934,15,2.7725887222,0.7777777778,4,0.0001333333,3,3,1
Short N Sweet,90000,11.4075760604,7,2.0794415417,0.7107279693,0,0,4,4,1
Short Olive Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Short Sleeve Studio,75000,11.2252567258,1,0.6931471806,0.8888888889,1,0.0000133333,1,0,0
Short Story Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shortbread,35000,10.4631319115,9,2.302585093,0.7777777778,0,0,1,0,0
Shortfuse Studio,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
ShortStackStudio,80000,11.2897944136,1,0.6931471806,0.7777777778,1,0.0000125,8,1,0.125
SHOTA KASAI,150000,11.9183972397,2,1.0986122887,0,0,0,1,0,0
ShotDash,10000,9.210440367,11,2.4849066498,0,0,0,1,1,1
Shotgun Anaconda,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Shotgun Surgeons,75000,11.2252567258,1,0.6931471806,0.8888888889,0,0,1,0,0
Shotgun with Glitters,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Shotx,40000,10.5966597328,5,1.7917594692,0.5937637242,0,0,4,0,0
ShotX Studio,10000,9.210440367,1,0.6931471806,0,1,0.0001,1,0,0
Shouji's Realm,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shoujo City Developer,10000,9.210440367,16,2.8332133441,0.8888888889,4,0.0004,1,0,0
Shoulders of Giants Studios,20000,9.9035375513,1,0.6931471806,0,0,0,2,2,1
Shout,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
ShovelGames Inc.,10000,9.210440367,2,1.0986122887,0,1,0.0001,1,0,0
Shovsoft,150000,11.9183972397,1,0.6931471806,0.8888888889,1,0.0000066667,1,0,0
Showbag Entertainment,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Showbit Entertainment,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
SHOWMEVR,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Showstorm Ltd,30000,10.3089859934,2,1.0986122887,0.5128205128,0,0,3,0,0
Showtime,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
ShoXx,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
shpixel,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shprot,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Shreibikus,20000,9.9035375513,3,1.3862943611,0.7380952381,0,0,2,2,1
Shrimasis Rout,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
Shrimmeling Studio,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
shrimp &amp; pickaxe studio,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Shrimpcave Industries,35000,10.4631319115,7,2.0794415417,0.8888888889,0,0,1,0,0
Shroud Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shroudy Software,150000,11.9183972397,1,0.6931471806,0.7777777778,0,0,1,0,0
shru,45000,10.7144399907,1,0.6931471806,0.8888888889,1,0.0000222222,2,0,0
shrubec,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
ShuddaHaddaLottaFun,10000,9.210440367,4,1.6094379124,0.7777777778,0,0,1,0,0
SHUEISHA GAMES,170000,12.0435595984,13,2.6390573296,0.7702991453,1,0.0000058824,3,3,1
SHUEISHA Inc.,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,0,0
Shuffle Studio,75000,11.2252567258,1,0.6931471806,0,0,0,1,1,1
Shuffle Up Games,150000,11.9183972397,1,0.6931471806,1,5,0.0000333333,1,0,0
Shugasu GmbH,385000,12.8610012107,1,0.6931471806,0.8658092553,1465,0.0038051948,2,0,0
Shuidonggou Travel Development co.LTD,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
ShuiMUMUdeMa,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shumilin,10000,9.210440367,25,3.258096538,0.6666666667,0,0,1,0,0
Shumkov Dmitriy,350000,12.7656912906,1,0.6931471806,0.4444444444,1,0.0000028571,1,0,0
Shun Okabe,10000,9.210440367,2,1.0986122887,0.6666666667,0,0,1,0,0
Shunpei Maeda,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
shunYing,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
shushanmao,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Shutterframe Studios,10000,9.210440367,1,0.6931471806,0.8888888889,12,0.0012,1,1,1
ShuyInteractiveGames,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shwe Interactive,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shweep Games,10000,9.210440367,8,2.1972245773,0,0,0,1,0,0
Shwiftmade,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Shy Pixel,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
Shy Robot Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Shy Snake Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SIA KNK DEVELOP,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
SIA Next Level,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Siactro,730000,13.500801183,1,0.6931471806,0.9741628537,4,0.0000054795,6,1,0.1666666667
Siamese Cat Studio,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
Siarhei Belyahou,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
SiBear Games,50000,10.8197982842,16,2.8332133441,0.794017094,1,0.00002,5,1,0.2
Siberian Koala,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
Siberian Mouse,280000,12.5425484536,8,2.1972245773,0.733406674,4,0.0000142857,14,1,0.0714285714
SiberianGames,20000,9.9035375513,2,1.0986122887,0.5288888889,0,0,2,0,0
Siberius Studio,20000,9.9035375513,2,1.0986122887,0.7777777778,1,0.00005,2,0,0
Sibling Rivalry Games,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Sic'em Studios,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
SiChris Productions,45000,10.7144399907,1,0.6931471806,0.5410628019,0,0,2,0,0
SiciliaLust studio,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
SicklyDove games,10000,9.210440367,8,2.1972245773,0.5555555556,0,0,1,0,0
Sickware Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SiCzech Arts,65000,11.0821579334,2,1.0986122887,0.8342151675,0,0,4,0,0
Sid,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Siddharth Chandra,10000,9.210440367,29,3.4011973817,0,0,0,1,0,0
Siddharth Sivaraman,50000,10.8197982842,2,1.0986122887,0.7777777778,1,0.00002,5,0,0
Side B Gaming,30000,10.3089859934,1,0.6931471806,0.4365079365,0,0,3,0,0
Side Group,55000,10.9151066459,1,0.6931471806,0.6624472574,0,0,3,0,0
Side Toy Project,10000,9.210440367,4,1.6094379124,0,0,0,1,1,1
Sidebrain Interactive,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Sideby Interactive,75000,11.2252567258,1,0.6931471806,0.8888888889,0,0,1,0,0
SideFX,10000,9.210440367,1,0.6931471806,0.8888888889,54,0.0054,1,0,0
Sidekick Animation Studio Ltd.,10000,9.210440367,4,1.6094379124,0.6666666667,0,0,1,1,1
Sideline,10000,9.210440367,6,1.9459101491,0.7777777778,0,0,1,0,0
Sideline Amusements,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
Sidequest Ninja,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Sideral Creations,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Sidereal Studio,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Sidewalk Game Studios,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Sideways GameStudio,10000,9.210440367,6,1.9459101491,0.7777777778,0,0,1,1,1
Sidi Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
siebenhertz,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
Siege Camp,3000000,14.91412318,6,1.9459101491,0.8793843281,2722,0.0009073333,2,0,0
Siege Games,110000,11.6082447356,13,2.6390573296,0.7085120208,116,0.0010545455,2,1,0.5
SIEIDI Ltd,20000,9.9035375513,1,0.6931471806,0.7222222222,0,0,2,0,0
SienceBoy,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Siene Games,10000,9.210440367,3,1.3862943611,0,0,0,1,0,0
SIENTURE,120000,11.6952553551,6,1.9459101491,0,0,0,7,2,0.2857142857
Sierra,510000,13.1421679655,5,1.7917594692,0.8837338589,19,0.0000372549,3,0,0
Sierra Lee,160000,11.9829353442,1,0.6931471806,0.9351604278,57,0.00035625,7,0,0
Sifermi,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SiFire Ltd,10000,9.210440367,1,0.6931471806,0.7777777778,3,0.0003,1,1,1
SIG Publishing,455000,13.0280548957,23,3.1780538303,0.5339620063,2,0.0000043956,14,2,0.1428571429
SiggoGames,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Siggraph VR Theater 2020,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Sigil Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Sigil Initiative Ltd,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Sigils studio,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Sigma Indie,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Sigma Publisher,10000,9.210440367,14,2.7080502011,0.6666666667,0,0,1,0,0
Sigma Team Inc.,2995000,14.9124551234,4,1.6094379124,0.84056912,139,0.0000464107,18,0,0
SigmawaysInc,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
SigmosGames,10000,9.210440367,12,2.5649493575,0,0,0,1,1,1
Sigmund Hoien,10000,9.210440367,1,0.6931471806,0.8888888889,1,0.0001,1,1,1
Sign Narva,10000,9.210440367,1,0.6931471806,0.8888888889,1,0.0001,1,0,0
Sign Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Signal compose Inc.,10000,9.210440367,5,1.7917594692,0,0,0,1,1,1
Signal Space Lab,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Signal Studios,350000,12.7656912906,1,0.6931471806,0.6666666667,4,0.0000114286,1,0,0
SignatureGamez,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Significant Games,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Significant Otter Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Significant Steak,10000,9.210440367,7,2.0794415417,0.6666666667,28,0.0028,1,1,1
Signo &amp; Arte,95000,11.4616426968,6,1.9459101491,0.8693289867,1,0.0000105263,3,0,0
SignSine,45000,10.7144399907,6,1.9459101491,0.7116161616,0,0,2,0,0
Sigonheart Games LLC,150000,11.9183972397,1,0.6931471806,0,0,0,1,0,0
SIGONO INC.,1200000,13.9978329481,5,1.7917594692,0.9639683634,16,0.0000133333,4,0,0
Sigtrap,35000,10.4631319115,6,1.9459101491,0.8888888889,0,0,1,0,0
Sigur Studio,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Sigyaad Team,465000,13.0497948351,8,2.1972245773,0.9579555556,27,0.0000580645,15,3,0.2
Sijawa Production,55000,10.9151066459,1,0.6931471806,0.4901960784,0,0,3,0,0
Sike Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SikeProductions,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Sila,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SilbinaryWolf,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silence Game,45000,10.7144399907,2,1.0986122887,0.7777777778,0,0,2,0,0
SilenGames,40000,10.5966597328,16,2.8332133441,0.7509578544,0,0,4,3,0.75
Silent Circle Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silent Code,10000,9.210440367,22,3.1354942159,0,0,0,1,1,1
Silent Daddio Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silent Dream Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Silent Dreams,335000,12.7218887959,2,1.0986122887,0.5355191257,1,0.0000029851,4,0,0
Silent Game House,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silent Legends,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Silent Night,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Silent Parrot Studio,10000,9.210440367,1,0.6931471806,0.3333333333,0,0,1,0,0
Silent Parrot Studio SRL,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Silent Road Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Silent S Studios,45000,10.7144399907,1,0.6931471806,0.4914529915,1,0.0000222222,2,1,0.5
Silent Seal,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
Silent Smack Studios,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
SilentFuture,535000,13.190023895,15,2.7725887222,0.5945299145,1,0.0000018692,12,1,0.0833333333
Silentplaygames,20000,9.9035375513,2,1.0986122887,0.4093567251,0,0,2,1,0.5
Silesia Games,140000,11.8494048444,18,2.9444389792,0.4967948718,1,0.0000071429,14,7,0.5
Silhouette Valley Games,55000,10.9151066459,1,0.6931471806,0.7461204221,1,0.0000181818,3,0,0
Silhouette Wolf,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Silicon Heart Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Silicon Kiwi,20000,9.9035375513,1,0.6931471806,0,0,0,2,2,1
Silicon Storm,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Silicon Sundial,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SiliconWetware,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
SiliKöln Valley Games,35000,10.4631319115,1,0.6931471806,0.8888888889,2,0.0000571429,1,0,0
Silistre Game,40000,10.5966597328,1,0.6931471806,0.4423480084,0,0,4,0,0
Silk Games,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
Silk Savannah Ltd,10000,9.210440367,1,0.6931471806,0.6666666667,1,0.0001,1,0,0
Silken Sail Entertainment,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
Silkweb Games,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Silkworm,30000,10.3089859934,8,2.1972245773,0.842377261,1,0.0000333333,3,2,0.6666666667
Silky Smooth Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silky Sullivan,10000,9.210440367,1,0.6931471806,0.2222222222,0,0,1,0,0
sillikone,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Silly Billy Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
silly little games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Silly Pill Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silly Saturday,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silly Squid Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Silly Tiger,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Sillyfun Games,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
SillyGooseGames,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
SillySausage,75000,11.2252567258,1,0.6931471806,0,0,0,1,0,0
SillySausageGames,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Sillysoft Games,105000,11.5617251529,21,3.0910424534,0.8534998699,20,0.0001904762,4,0,0
SilSoft Oyun,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Siluman Soft,20000,9.9035375513,1,0.6931471806,0.6666666667,1,0.00005,2,0,0
Silver Bullet Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silver Cat,10000,9.210440367,6,1.9459101491,0.7777777778,0,0,1,1,1
Silver Cat Studios,70000,11.1562648066,1,0.6931471806,0.7037037037,0,0,2,1,0.5
Silver Cats,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,0,0
Silver Cloud Games,85000,11.3504183001,1,0.6931471806,0,0,0,6,3,0.5
Silver Compass Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Silver Cow Studio,110000,11.6082447356,4,1.6094379124,0.6407232704,0,0,11,0,0
Silver Dice Games Inc.,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Silver Dog Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silver Dollar Games,1155000,13.9596117677,1,0.6931471806,0.9989289463,20,0.000017316,5,0,0
Silver Eye Studios,170000,12.0435595984,10,2.3978952728,0.8825396825,0,0,3,1,0.3333333333
Silver Forged,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Silver Games,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
Silver Goblet Games,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Silver Lemur Games,115000,11.652696103,7,2.0794415417,0.7938873833,3,0.000026087,5,1,0.2
