publisher,owners_mid,owners_mid_scaled,language_count,language_count_scaled,review_score,concurrent_users,engagement_ratio,total_games_count,recent_games_count,recent_games_ratio
"""RevDay Studio""",10000,9.210440367,5,1.7917594692,0.7777777778,0,0,1,0,0
#30A6D-S (Kuma),10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
$mitE,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
&lt;EyE&gt;game,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
((no-end-parens Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
(Mark Ainsworth),50000,10.8197982842,1,0.6931471806,0,0,0,5,5,1
(Myco),350000,12.7656912906,7,2.0794415417,1,250,0.0007142857,1,1,1
(none),785000,13.5734402706,1,0.6931471806,0.6669855442,104,0.0001324841,2,0,0
(STCG) Smoker The Car Game,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
(주)펀웨이브,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
++Good Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
+7 Software,45000,10.7144399907,1,0.6931471806,0.8888888889,1,0.0000222222,2,0,0
+Mpact Games,75000,11.2252567258,10,2.3978952728,0.6666666667,0,0,1,0,0
+Umbrella,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
---,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
-D-BUG-,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
-In.,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
-Yodasaurus- Games,30000,10.3089859934,1,0.6931471806,0.6425120773,0,0,3,0,0
-yu-,20000,9.9035375513,1,0.6931471806,0,0,0,2,2,1
-乌鸦男-,10000,9.210440367,1,0.6931471806,0.8888888889,1,0.0001,1,1,1
.,20000,9.9035375513,1,0.6931471806,0.4093567251,0,0,2,0,0
...,85000,11.3504183001,1,0.6931471806,0.7777777778,0,0,2,0,0
.Cat,10000,9.210440367,2,1.0986122887,0.7777777778,1,0.0001,1,0,0
.ez Games,20000,9.9035375513,2,1.0986122887,0.8338164251,0,0,2,0,0
.Life Gaming Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
.M.Y.W.,20000,9.9035375513,19,2.9957322736,0.7478632479,0,0,2,0,0
.NetXCore,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
.orphans,35000,10.4631319115,1,0.6931471806,1,2,0.0000571429,1,1,1
.ToNg,30000,10.3089859934,1,0.6931471806,0,0,0,3,0,0
0 Deer Soft Partnership,90000,11.4075760604,1,0.6931471806,0.8110328638,22,0.0002444444,4,1,0.25
0-Game Studios,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
0.0 Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
001,30000,10.3089859934,4,1.6094379124,0.6202686203,0,0,3,3,1
00110110,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
001Studios,10000,9.210440367,6,1.9459101491,0,0,0,1,0,0
007berd,35000,10.4631319115,2,1.0986122887,0.8888888889,0,0,1,0,0
01 Games,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,1,1
01 Studio,20000,9.9035375513,8,2.1972245773,0,3,0.00015,2,0,0
011 Games,110000,11.6082447356,2,1.0986122887,0.9863330443,18,0.0001636364,2,1,0.5
021Workshop,75000,11.2252567258,2,1.0986122887,0.8888888889,3,0.00004,1,0,0
027 Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
02GAMES,460000,13.0389839424,8,2.1972245773,0.9943891984,17,0.0000369565,3,0,0
072 Project,405000,12.9116448152,6,1.9459101491,0.8051084955,216,0.0005333333,34,33,0.9705882353
08Night Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
0_stamina,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
0Cube,470000,13.0604901013,3,1.3862943611,0.8513177185,1,0.0000021277,15,0,0
0cube,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
0Dark&amp;Nerdy,150000,11.9183972397,1,0.6931471806,0.6666666667,1,0.0000066667,1,0,0
0Dark&Nerdy,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
0o0,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
0UP GAMES,225000,12.3238601256,3,1.3862943611,0.975356016,39,0.0001733333,2,2,1
0x55,10000,9.210440367,3,1.3862943611,0.6666666667,0,0,1,0,0
1 Flame Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1 Look Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1 Trait Danger,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
1.5 hp games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
1.5次創作,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
1/13s,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
1/2ofOctahedron,35000,10.4631319115,3,1.3862943611,0,0,0,1,0,0
10 Chambers,1500000,14.2209763327,12,2.5649493575,0.8888888889,670,0.0004466667,1,0,0
10 games studios,30000,10.3089859934,1,0.6931471806,0.291005291,0,0,3,3,1
10-2 Knees,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
100 GAMES,20000,9.9035375513,15,2.7725887222,0.6716232962,1,0.00005,2,2,1
100 Plus Games llc,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
100 Stones Interactive,20000,9.9035375513,10,2.3978952728,0.8865310934,8,0.0004,2,0,0
100 Stories Tall,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
1000-REKA,10000,9.210440367,3,1.3862943611,0.8888888889,6,0.0006,1,1,1
1001 Apps Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1001 Studio,350000,12.7656912906,1,0.6931471806,0.8888888889,0,0,1,0,0
100Hr Games,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
100th Coin,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
1010 Games Ltd,10000,9.210440367,16,2.8332133441,0.5555555556,96,0.0096,1,1,1
10101 Software,20000,9.9035375513,1,0.6931471806,0.5828092243,0,0,2,0,0
1013133 Simulations,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
101XP,1080000,13.892472525,13,2.6390573296,0.8255327245,124,0.0001148148,12,3,0.25
1047 Games,7500000,15.8304137118,15,2.7725887222,0.8888888889,229,0.0000305333,1,0,0
107,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
1081GAMES,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
109 Below,20000,9.9035375513,1,0.6931471806,0.4728132388,0,0,2,1,0.5
10Ants Hill,10000,9.210440367,1,0.6931471806,0,1,0.0001,1,0,0
10F,150000,11.9183972397,1,0.6931471806,0.8888888889,0,0,1,0,0
10ft Games,10000,9.210440367,6,1.9459101491,0.5555555556,0,0,1,0,0
10mg,120000,11.6952553551,29,3.4011973817,0.8386050284,0,0,7,0,0
10ravens s.r.o.,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
10th Reality,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
10tons Ltd,2220000,14.6130182043,16,2.8332133441,0.8818479888,198,0.0000891892,18,1,0.0555555556
10x10 Room,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
11 bit studios,15230000,16.5387777905,30,3.4339872045,0.8733950186,6393,0.0004197636,19,5,0.2631578947
11/10 games,30000,10.3089859934,5,1.7917594692,0.6553240741,2,0.0000666667,3,1,0.3333333333
110 Industries SA,350000,12.7656912906,6,1.9459101491,0.5555555556,15,0.0000428571,1,1,1
11000AD,20000,9.9035375513,8,2.1972245773,0.623015873,0,0,2,1,0.5
11PLANNING,95000,11.4616426968,2,1.0986122887,0.3968253968,0,0,3,2,0.6666666667
11Sheep,105000,11.5617251529,16,2.8332133441,0.8731762065,1,0.0000095238,4,0,0
12 East Games,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
12 to 6 Studios LLC,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
123 studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
12B3,10000,9.210440367,4,1.6094379124,0.8888888889,1,0.0001,1,0,0
12G,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
13 Faces Games,10000,9.210440367,6,1.9459101491,0.5555555556,1,0.0001,1,0,0
13-lab,135000,11.8130374648,2,1.0986122887,0.3600907029,1,0.0000074074,6,0,0
133 Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
1336 Studios,350000,12.7656912906,1,0.6931471806,0.6666666667,0,0,1,0,0
1337 Game Design,35000,10.4631319115,1,0.6931471806,0.8888888889,0,0,1,0,0
1337 Interactive,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
13AM Games,35000,10.4631319115,6,1.9459101491,0.8888888889,2,0.0000571429,1,0,0
13AM Shipping Solutions,75000,11.2252567258,6,1.9459101491,0.5555555556,0,0,1,0,0
13TH Division,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
14 Hours Productions,55000,10.9151066459,4,1.6094379124,0.9485008818,26,0.0004727273,3,1,0.3333333333
14BitsStudio,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
14Dimension Enterprise,50000,10.8197982842,12,2.5649493575,0.235042735,0,0,5,2,0.4
1564 Studio,10000,9.210440367,4,1.6094379124,0.8888888889,0,0,1,0,0
157 Game Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
15BIT GAMES,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
15BiT GAMES,10000,9.210440367,1,0.6931471806,0,1,0.0001,1,0,0
16 story bits,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
16 Swans,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
16air,235000,12.3673450484,2,1.0986122887,0.3266666667,0,0,7,3,0.4285714286
16bitarena.com,75000,11.2252567258,1,0.6931471806,0.5555555556,0,0,1,0,0
17-BIT,710000,13.4730216575,11,2.4849066498,0.8025230471,3,0.0000042254,3,0,0
171Dev,55000,10.9151066459,1,0.6931471806,0.4166666667,0,0,3,2,0.6666666667
17Knight,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
17MOONKEYS,10000,9.210440367,1,0.6931471806,0.5555555556,1,0.0001,1,1,1
17Studio,115000,11.652696103,2,1.0986122887,0.6375757576,0,0,5,2,0.4
180°,10000,9.210440367,2,1.0986122887,0.6666666667,0,0,1,1,1
1812 Productions,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
18Light Game Ltd.,70000,11.1562648066,11,2.4849066498,0.8888888889,7,0.0001,2,0,0
1917 Studios,35000,10.4631319115,2,1.0986122887,0.6666666667,1,0.0000285714,1,0,0
1939 Games,3500000,15.0682738122,14,2.7080502011,0.6666666667,2090,0.0005971429,1,0,0
1984pxls,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
1987 Studios,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
199 Cents STUDIO,10000,9.210440367,1,0.6931471806,0.6666666667,1,0.0001,1,0,0
199 CENTS STUDIO,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1999UEM,75000,11.2252567258,1,0.6931471806,0,0,0,1,0,0
1actose,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
1bgame,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
1bit,150000,11.9183972397,1,0.6931471806,0.5555555556,0,0,1,0,0
1bit Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1BITDRAGON,10000,9.210440367,1,0.6931471806,0.8888888889,8,0.0008,1,0,0
1C Company,235000,12.3673450484,11,2.4849066498,0.6538098608,6,0.0000255319,7,0,0
1C Entertainment,60000,11.0021165077,9,2.302585093,0.5783475783,8,0.0001333333,6,0,0
1C Online Games,45000,10.7144399907,5,1.7917594692,0.4990892532,0,0,2,0,0
1C-SoftClub,150000,11.9183972397,5,1.7917594692,0.4444444444,1,0.0000066667,1,0,0
1classydude,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
1DER Entertainment,20000,9.9035375513,7,2.0794415417,0.6324786325,1,0.00005,2,1,0.5
1FOREVERS,10000,9.210440367,4,1.6094379124,0.7777777778,0,0,1,1,1
1games.io,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
1kcal,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
1kvoid soft,20000,9.9035375513,2,1.0986122887,0,1,0.00005,2,0,0
1ManArmy,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1ming益铭,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
1Monkey2Brains,30000,10.3089859934,5,1.7917594692,0.4841269841,0,0,3,0,0
1MP,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1SiGn Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1st impact games,20000,9.9035375513,1,0.6931471806,0.6666666667,7,0.00035,2,2,1
1st-impact co.,10000,9.210440367,10,2.3978952728,0,1,0.0001,1,1,1
1Thousand,20000,9.9035375513,2,1.0986122887,0.8888888889,16,0.0008,2,1,0.5
1TonSkeleton,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
1UP Factory,20000,9.9035375513,1,0.6931471806,0.5185185185,0,0,2,0,0
1UP games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
1UP Games,20000,9.9035375513,103,4.6443908991,0.6194690265,2,0.0001,2,2,1
1up Indie,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
1Wish Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
1С-777 Limited,2260000,14.6308758137,7,2.0794415417,0.6491197337,253,0.0001119469,3,1,0.3333333333
2,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
2 Bad Design,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
2 Barrel Arts,60000,11.0021165077,1,0.6931471806,0,0,0,6,1,0.1666666667
2 Beards Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2 Bit Determine,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
2 Cubs Studio,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
2 Devi LLC,10000,9.210440367,12,2.5649493575,0.7777777778,0,0,1,1,1
2 FOR 2,20000,9.9035375513,7,2.0794415417,0.8888888889,1,0.00005,2,0,0
2 Hit Studio,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
2 Igloos,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
2 Left Thumbs,1075000,13.8878321498,23,3.1780538303,0.9099347399,154,0.0001432558,15,11,0.7333333333
2 Turn Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2 Zombie Games,350000,12.7656912906,9,2.302585093,0.8888888889,10,0.0000285714,1,0,0
2&amp;30 Software,225000,12.3238601256,1,0.6931471806,0.8888888889,1,0.0000044444,2,0,0
2.0 Studios,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
20 Below Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
20 Credit Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
20 Watt Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
202-N Studios,75000,11.2252567258,1,0.6931471806,0,0,0,1,0,0
202-Six Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
2024 Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2049VR,20000,9.9035375513,1,0.6931471806,0.7777777778,0,0,2,0,0
2054,10000,9.210440367,3,1.3862943611,0.8888888889,0,0,1,0,0
207 Studios,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
2077 New World Game Studio,20000,9.9035375513,1,0.6931471806,0,0,0,2,2,1
20letpast,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
20Tab,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
20th Century Fox Film Corporation,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
2112Games,10000,9.210440367,6,1.9459101491,0,0,0,1,0,0
2124 Publishing,10000,9.210440367,1,0.6931471806,0.6666666667,2,0.0002,1,1,1
221 Games,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,0,0
221GAMES,10000,9.210440367,3,1.3862943611,0.8888888889,2,0.0002,1,1,1
226GameStudio,55000,10.9151066459,4,1.6094379124,0,0,0,3,0,0
23:23 Team,20000,9.9035375513,2,1.0986122887,0.5947712418,0,0,2,0,0
24 Caret Games,150000,11.9183972397,5,1.7917594692,0.8888888889,0,0,1,0,0
24 Entertainment,10000,9.210440367,5,1.7917594692,0.6666666667,0,0,1,0,0
24Frame,55000,10.9151066459,5,1.7917594692,0.8831318365,1,0.0000181818,3,2,0.6666666667
25 Crimson,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
255pixel Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2645Interactive,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
269th lab games softworks,20000,9.9035375513,2,1.0986122887,0.6229508197,1,0.00005,2,1,0.5
26horses,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
26k,45000,10.7144399907,1,0.6931471806,0.8728728729,7,0.0001555556,2,0,0
26PM,10000,9.210440367,11,2.4849066498,0.7777777778,0,0,1,0,0
2816292563,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
286studio,30000,10.3089859934,2,1.0986122887,0.8434712084,0,0,3,0,0
29Ninja,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
29x,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,0,0
2:30 AM Studios,20000,9.9035375513,1,0.6931471806,0.6,1,0.00005,2,0,0
2A T.E.,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2AM(熬夜工作室),10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
2Awesome Studio,195000,12.1807599657,18,2.9444389792,0.7745098039,7,0.0000358974,12,2,0.1666666667
2B_GAMES,35000,10.4631319115,2,1.0986122887,0.6666666667,0,0,1,0,0
2BAD GAMES,35000,10.4631319115,4,1.6094379124,0.7777777778,0,0,1,1,1
2BDev,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2Beats,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2Bit Couch Games,20000,9.9035375513,1,0.6931471806,0.6319444444,0,0,2,1,0.5
2Bit Studios,40000,10.5966597328,1,0.6931471806,0.7777777778,0,0,4,0,0
2Blocks,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
2Boone Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
2Brains Games,35000,10.4631319115,7,2.0794415417,0.7777777778,0,0,1,0,0
2Chance Projects,150000,11.9183972397,2,1.0986122887,0.8888888889,0,0,1,0,0
2D BOY,1510000,14.227620871,9,2.302585093,0.8885130691,12,0.000007947,2,0,0
2D Digital studio,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
2D GAMES,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2D Guys Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2D Heroes,45000,10.7144399907,1,0.6931471806,0.8414239482,0,0,2,0,0
2D Realms,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2D ROM,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
2D_猫,30000,10.3089859934,14,2.7080502011,0,0,0,3,3,1
2DArray,20000,9.9035375513,1,0.6931471806,0.6481481481,1,0.00005,2,0,0
2Design Games,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
2DGameMania,35000,10.4631319115,1,0.6931471806,0.4444444444,0,0,1,0,0
2Dimensions,10000,9.210440367,12,2.5649493575,0.7777777778,0,0,1,0,0
2Dio,20000,9.9035375513,1,0.6931471806,0.6222222222,2,0.0001,2,0,0
2Dog Games,20000,9.9035375513,1,0.6931471806,0.5555555556,0,0,2,0,0
2DragonsGames,35000,10.4631319115,8,2.1972245773,0.5555555556,0,0,1,0,0
2dragontails,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
2Dream,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
2drp,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
2E,20000,9.9035375513,103,4.6443908991,0.4533333333,0,0,2,1,0.5
2Eggs,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
2ev1l,85000,11.3504183001,6,1.9459101491,0.7142857143,1,0.0000117647,6,2,0.3333333333
2ForallGames,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
2Frogs Software,10000,9.210440367,5,1.7917594692,0.7777777778,0,0,1,0,0
2GT,20000,9.9035375513,1,0.6931471806,0,0,0,2,1,0.5
2Hyper,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2K,131570000,18.6950495949,61,4.127134385,0.8555119745,133458,0.0010143498,84,7,0.0833333333
2K Games,465000,13.0497948351,21,3.0910424534,0.8410388128,629,0.0013526882,6,1,0.1666666667
2kblater,45000,10.7144399907,13,2.6390573296,0,0,0,2,2,1
2Kek Games Bilisim Teknolojileri Anonim Sirketi,35000,10.4631319115,12,2.5649493575,0.5555555556,0,0,1,1,1
2KG GAMING,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2KMAGIC STUDIO,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,1,1
2kPixel Studios LLC,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2L Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
2MAD Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2MEDYA,20000,9.9035375513,19,2.9957322736,0.6063281825,5,0.00025,2,2,1
2MenStudio,10000,9.210440367,9,2.302585093,0,0,0,1,0,0
2nd Best Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2nd Studio,10000,9.210440367,6,1.9459101491,0.8888888889,0,0,1,0,0
2ndBoss,130000,11.7752974217,3,1.3862943611,0.8888888889,2,0.0000153846,4,1,0.25
2ndDimensionGhost,75000,11.2252567258,1,0.6931471806,0.5555555556,0,0,1,0,0
2ndUp Studios,10000,9.210440367,4,1.6094379124,0.6666666667,0,0,1,0,0
2nek,20000,9.9035375513,2,1.0986122887,0,0,0,2,2,1
2OO2,35000,10.4631319115,1,0.6931471806,1,52,0.0014857143,1,1,1
2P Games,1680000,14.3343049466,11,2.4849066498,0.8452067812,410,0.0002440476,21,15,0.7142857143
2Pi Interactive Pvt. Ltd.,10000,9.210440367,8,2.1972245773,0.5555555556,0,0,1,0,0
2Pi Interactivee Pvt. Ltd.,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
2PIXELS Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2Play,825000,13.6231398774,12,2.5649493575,0.8888888889,6,0.0000072727,2,0,0
2pt Interactive,350000,12.7656912906,13,2.6390573296,1,46,0.0001314286,1,0,0
2QFARM,30000,10.3089859934,2,1.0986122887,0,0,0,3,3,1
2REALVR,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
2S Games,10000,9.210440367,2,1.0986122887,0.4444444444,0,0,1,0,0
2SD,30000,10.3089859934,1,0.6931471806,0.5555555556,1,0.0000333333,3,0,0
2tainment,35000,10.4631319115,2,1.0986122887,0.4444444444,11,0.0003142857,1,0,0
2tainment GmbH,285000,12.560247968,8,2.1972245773,0.7944082912,14,0.0000491228,7,1,0.1428571429
2Tall Inc.,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
2w Computer Systems,10000,9.210440367,1,0.6931471806,0.7777777778,20,0.002,1,1,1
2weak,10000,9.210440367,4,1.6094379124,0,0,0,1,1,1
2x2 Games,300000,12.611541087,4,1.6094379124,0.8101032004,70,0.0002333333,2,0,0
2xDal,85000,11.3504183001,15,2.7725887222,0.303030303,0,0,2,0,0
2xMilk,45000,10.7144399907,26,3.295836866,0.6286353468,0,0,2,0,0
3 Core Studio,20000,9.9035375513,1,0.6931471806,0.5555555556,0,0,2,0,0
3 Feet From Gold Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3 Fright,20000,9.9035375513,1,0.6931471806,0.6666666667,0,0,2,0,0
3 Gentle Giants,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
3 Gnomes Games,10000,9.210440367,1,0.6931471806,0,1,0.0001,1,1,1
3 Halves Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3 Sprockets,385000,12.8610012107,11,2.4849066498,0.6569614941,1,0.0000025974,4,0,0
3-Fold Games,10000,9.210440367,5,1.7917594692,0.8888888889,0,0,1,0,0
3-Tricks,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,1,1
3.5Cats,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
30 Matches,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
30 Parallel,10000,9.210440367,10,2.3978952728,0.5555555556,2,0.0002,1,0,0
30 year old virgin,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
30/30,35000,10.4631319115,5,1.7917594692,0.8888888889,1,0.0000285714,1,0,0
300 fps,45000,10.7144399907,1,0.6931471806,0.6766283525,1,0.0000222222,2,1,0.5
3000AD,470000,13.0604901013,1,0.6931471806,0.4944963655,1,0.0000021277,11,0,0
3000Studio,45000,10.7144399907,6,1.9459101491,0,0,0,2,0,0
3000White,45000,10.7144399907,2,1.0986122887,0,0,0,2,0,0
300AD,10000,9.210440367,1,0.6931471806,0.7777777778,2,0.0002,1,0,0
302 GAMES INC,45000,10.7144399907,9,2.302585093,0.5900793651,1,0.0000222222,2,1,0.5
3067 Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
310 GAMES LLC,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3100 games,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
313 Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
314 Arts,85000,11.3504183001,1,0.6931471806,0.6666666667,1,0.0000117647,2,0,0
314 Bytes,10000,9.210440367,9,2.302585093,0.7777777778,0,0,1,1,1
32 Pixels,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
33 Games,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
33 Production,30000,10.3089859934,7,2.0794415417,0.7777777778,0,0,3,1,0.3333333333
3323,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
33ParadoX&amp;igstore,35000,10.4631319115,2,1.0986122887,0.8888888889,0,0,1,0,0
33ParadoX&igstore,20000,9.9035375513,3,1.3862943611,0.8888888889,0,0,2,0,0
346lab Localization,75000,11.2252567258,2,1.0986122887,0.8888888889,41,0.0005466667,1,1,1
34BigThings,160000,11.9829353442,8,2.1972245773,0,2,0.0000125,2,1,0.5
34BigThings srl,1590000,14.2792452031,16,2.8332133441,0.8447595043,3,0.0000018868,6,0,0
359 Games LTD,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
360 Evolve VR Pty Ltd,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
36Litters,10000,9.210440367,9,2.302585093,0.6666666667,0,0,1,1,1
36XGS,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
38 Studios,750000,13.5278298188,5,1.7917594692,0.8888888889,21,0.000028,1,0,0
3909,4250000,15.2624297762,17,2.8903717579,1,746,0.0001755294,2,0,0
391SOFT,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3:15 Software,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
3acg,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
